ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,Franja etaria acusado,Franja etaria victima
611,5658,POLICIA FEDERAL 2015,ENERO,42,19/01/2015,12:50:00 PM,VEHICULO - VEHICULO,COLISION,AVDA JUAN B ALBERDI & MARTINIANO LEGUIZAMON,"ALBERDI, JUAN BAUTISTA AV. y LEGUIZAMON, MARTINIANO",AVENIDA,"ALBERDI, JUAN BAUTISTA AV. & LEGUIZAMON, MARTINIANO","ALBERDI, JUAN BAUTISTA AV.",0,"LEGUIZAMON, MARTINIANO",1033,12094,POINT(96112.0703125 97204.1171875),0,Monday,0,0,0,4
372,5659,POLICIA FEDERAL 2015,ENERO,10,19/01/2015,6:10:00 PM,VEHICULO - VEHICULO,COLISION,AVDA RIVADAVIA & TREINTA Y TRES ORIENTALES,RIVADAVIA AV. y TREINTA Y TRES ORIENTALES,AVENIDA,RIVADAVIA AV. & TREINTA Y TRES ORIENTALES,RIVADAVIA AV.,0,TREINTA Y TRES ORIENTALES,19046,21045,POINT(103518.3359375 101782.3359375),0,Monday,0,0,2,7
91,5660,POLICIA FEDERAL 2015,ENERO,6,19/01/2015,9:15:00 PM,VEHICULO - MOTO,COLISION,AVDA RIVADAVIA Y RODRIGUEZ PEÑA,RIVADAVIA AV. y RODRIGUEZ PEÑA,AVENIDA,RIVADAVIA AV. & RODRIGUEZ PEÑA,RIVADAVIA AV.,0,RODRIGUEZ PEÑA,19046,19071,POINT(106672.3515625 102224.765625),1,Monday,0,0,1,3
148,5661,POLICIA FEDERAL 2015,ENERO,15,19/01/2015,3:20:00 PM,VEHICULO - BICICLETA,COLISION,CERRITO Y M.T.DE ALVEAR,"CERRITO y ALVEAR, MARCELO T. DE",CALLE,"CERRITO & ALVEAR, MARCELO T. DE",CERRITO,0,"ALVEAR, MARCELO T. DE",3118,1062,POINT(107397.0703125 103598.75),0,Monday,0,0,2,2
121,5662,POLICIA FEDERAL 2015,ENERO,18,19/01/2015,8:50:00 AM,VEHICULO - BICICLETA,COLISION,ESTADOS UNIDOS & SARANDI,ESTADOS UNIDOS y SARANDI,CALLE,ESTADOS UNIDOS & SARANDI,ESTADOS UNIDOS,0,SARANDI,5087,20071,POINT(106309.84375 101078.4296875),0,Monday,0,0,1,3
115,5663,POLICIA FEDERAL 2015,ENERO,9,19/01/2015,12:55:00 AM,MOTO - MOTO,COLISION,GALLO & AVDA CORRIENTES,GALLO y CORRIENTES AV.,AVENIDA,GALLO & CORRIENTES AV.,GALLO,0,CORRIENTES AV.,7018,3174,POINT(104596.9375 102786.921875),1,Monday,0,0,999,3
260,5664,POLICIA FEDERAL 2015,ENERO,32,19/01/2015,5:00:00 PM,VEHICULO - PEATON,ATROPELLO,HTAL PENNA,"CHUTRO, PEDRO, PROF., DR. 3380",CALLE,"3380 CHUTRO, PEDRO, PROF., DR.","CHUTRO, PEDRO, PROF., DR.",3380,0,3240,0,POINT(104757.39894 98469.2021985),0,Monday,0,0,0,0
261,5665,POLICIA FEDERAL 2015,ENERO,32,19/01/2015,9:30:00 PM,VEHICULO - MOTO,COLISION,IRIARTE 3883,"IRIARTE, GRAL. AV. 3883",AVENIDA,"3883 IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV.",3883,0,9017,0,POINT(105697.099195 97576.115176),1,Monday,0,0,1,2
338,5666,POLICIA FEDERAL 2015,ENERO,37,19/01/2015,6:00:00 PM,VEHICULO - MOTO,COLISION,SUPERI 1450,SUPERI 1450,CALLE,1450 SUPERI,SUPERI,1450,0,20127,0,POINT(100231.841066 106143.662745),0,Monday,0,0,2,5
51,5667,POLICIA FEDERAL 2015,ENERO,4,19/01/2015,6:00:00 PM,SIN DATOS,SIN DATOS,VENEZUELA & BERNARDO DE IRIGOYEN,"REPUBLICA BOLIVARIANA DE VENEZUELA e IRIGOYEN, BERNARDO DE",CALLE,"REPUBLICA BOLIVARIANA DE VENEZUELA & IRIGOYEN, BERNARDO DE",REPUBLICA BOLIVARIANA DE VENEZUELA,0,"IRIGOYEN, BERNARDO DE",23033,9019,POINT(107600.8671875 101669.6484375),0,Monday,0,0,1,3
595,5668,POLICIA FEDERAL 2015,ENERO,40,19/01/2015,7:50:00 PM,VEHICULO - MOTO,COLISION,VINCHINA & AVDA EVA PERON,"VINCHINA y PERON, EVA AV.",AVENIDA,"VINCHINA & PERON, EVA AV.",VINCHINA,0,"PERON, EVA AV.",23069,4056,POINT(99529.7421875 97930.9375),0,Monday,0,0,2,2
1248,5669,POLICIA FEDERAL 2015,FEBRERO,12,19/02/2015,7:19:00 PM,BICICLETA - PEATON,ATROPELLO,1301 AVDA DIRECTORIO,DIRECTORIO AV. 1301,AVENIDA,1301 DIRECTORIO AV.,DIRECTORIO AV.,1301,0,4078,0,POINT(101569.033426 99946.2058915),0,Thursday,0,0,1,6
1177,5670,POLICIA FEDERAL 2015,FEBRERO,33,19/02/2015,6:20:00 PM,VEHICULO - PEATON,ATROPELLO,1850 AVDA CABILDO,CABILDO AV. 1850,AVENIDA,1850 CABILDO AV.,CABILDO AV.,1850,0,3005,0,POINT(100782.737906 107190.105009),0,Thursday,0,1,1,3
1078,5670,POLICIA FEDERAL 2015,FEBRERO,33,19/02/2015,6:20:00 PM,VEHICULO - PEATON,ATROPELLO,1850 AVDA CABILDO,CABILDO AV. 1850,AVENIDA,1850 CABILDO AV.,CABILDO AV.,1850,0,3005,0,POINT(100782.737906 107190.105009),0,Thursday,0,0,1,3
1340,5671,POLICIA FEDERAL 2015,FEBRERO,35,19/02/2015,11:50:00 AM,SIN DATOS,SIN DATOS,2690 PAROISSIEN,PAROISSIEN 2690,CALLE,2690 PAROISSIEN,PAROISSIEN,2690,0,17024,0,POINT(99158.2460055 109038.166998),0,Thursday,0,0,999,3
1341,5672,POLICIA FEDERAL 2015,FEBRERO,35,19/02/2015,6:37:00 PM,SIN DATOS,SIN DATOS,3802 AVDA CABILDO,CABILDO AV. 3802,AVENIDA,3802 CABILDO AV.,CABILDO AV.,3802,0,3005,0,POINT(99474.3752015 109002.685954),0,Thursday,0,0,0,3
1249,5673,POLICIA FEDERAL 2015,FEBRERO,12,19/02/2015,7:50:00 PM,MOTO - PEATON,ATROPELLO,5070 AVDA RIVADAVIA,RIVADAVIA AV. 5070,AVENIDA,5070 RIVADAVIA AV.,RIVADAVIA AV.,5070,0,19046,0,POINT(102372.165498 101158.455022),0,Thursday,0,0,0,1
1356,5674,POLICIA FEDERAL 2015,FEBRERO,39,19/02/2015,8:00:00 PM,VEHICULO - MOTO,COLISION,5401 AVDA OLAZABAL,OLAZABAL AV. 5401,AVENIDA,5401 OLAZABAL AV.,OLAZABAL AV.,5401,0,16015,0,POINT(97577.327787 105618.05428),1,Thursday,0,0,0,4
1235,5675,POLICIA FEDERAL 2015,FEBRERO,11,19/02/2015,3:45:00 PM,SIN DATOS,SIN DATOS,784 JUAN B AMBROSETTI,"AMBROSETTI, JUAN B. 784",CALLE,"784 AMBROSETTI, JUAN B.","AMBROSETTI, JUAN B.",784,0,1070,0,POINT(102246.051969 102231.413279),0,Thursday,0,0,1,2
1136,5676,POLICIA FEDERAL 2015,FEBRERO,27,19/02/2015,3:10:00 PM,VEHICULO - PEATON,ATROPELLO,AGUIRRE Y ESTADO DE ISRAEL,AGUIRRE y ESTADO DE ISRAEL AV.,AVENIDA,AGUIRRE & ESTADO DE ISRAEL AV.,AGUIRRE,0,ESTADO DE ISRAEL AV.,1024,5086,POINT(102882.7421875 103058.296875),0,Thursday,0,1,2,8
1037,5676,POLICIA FEDERAL 2015,FEBRERO,27,19/02/2015,3:10:00 PM,VEHICULO - PEATON,ATROPELLO,AGUIRRE Y ESTADO DE ISRAEL,AGUIRRE y ESTADO DE ISRAEL AV.,AVENIDA,AGUIRRE & ESTADO DE ISRAEL AV.,AGUIRRE,0,ESTADO DE ISRAEL AV.,1024,5086,POINT(102882.7421875 103058.296875),0,Thursday,0,0,2,8
1394,5677,POLICIA FEDERAL 2015,FEBRERO,45,19/02/2015,9:10:00 AM,VEHICULO - MOTO,COLISION,AV. BEIRO Y SAN NICOLAS,"BEIRO, FRANCISCO AV.",AVENIDA,"BEIRO, FRANCISCO AV.","BEIRO, FRANCISCO AV.",0,0,2045,0,0,0,Thursday,0,0,1,3
1006,5678,POLICIA FEDERAL 2015,FEBRERO,32,19/02/2015,3:30:00 PM,VEHICULO - PEATON,ATROPELLO,AV. BOEDO Y AV. CASEROS,BOEDO AV. y CASEROS AV.,AVENIDA,BOEDO AV. & CASEROS AV.,BOEDO AV.,0,CASEROS AV.,2087,3085,POINT(104351.125 98931.1171875),0,Thursday,0,0,2,4
895,5679,POLICIA FEDERAL 2015,FEBRERO,19,19/02/2015,9:18:00 AM,VEHICULO - PEATON,ATROPELLO,AV. LAS HERAS Y LAPRIDA,LAS HERAS GENERAL AV. y LAPRIDA,AVENIDA,LAS HERAS GENERAL AV. & LAPRIDA,LAS HERAS GENERAL AV.,0,LAPRIDA,12076,12056,POINT(105968.5625 104737.5078125),0,Thursday,0,0,2,5
1525,5680,POLICIA FEDERAL 2015,FEBRERO,48,19/02/2015,5:55:00 PM,VEHICULO - PEATON,ATROPELLO,AV.EV PERON Y BASUALDO,"PERON, EVA AV. y BASUALDO",AVENIDA,"PERON, EVA AV. & BASUALDO","PERON, EVA AV.",0,BASUALDO,4056,2032,POINT(98420.2890625 96704.0390625),0,Thursday,0,0,2,5
741,5681,POLICIA FEDERAL 2015,FEBRERO,4,19/02/2015,3:20:00 PM,VEHICULO - MOTO,COLISION,AVDA 9 DE JULIO & AVDA DE MAYO,9 DE JULIO AV. y DE MAYO AV.,AVENIDA,9 DE JULIO AV. & DE MAYO AV.,9 DE JULIO AV.,0,DE MAYO AV.,14029,4064,POINT(107535.180627149 102241.165326683),0,Thursday,0,0,999,4
739,5681,POLICIA FEDERAL 2015,FEBRERO,4,19/02/2015,11:52:00 PM,VEHICULO - MOTO,COLISION,AVDA 9 DE JULIO & AVDA DE MAYO,9 DE JULIO AV. y DE MAYO AV.,AVENIDA,9 DE JULIO AV. & DE MAYO AV.,9 DE JULIO AV.,0,DE MAYO AV.,14029,4064,POINT(107535.180627149 102241.165326683),1,Thursday,0,1,2,3
740,5682,POLICIA FEDERAL 2015,FEBRERO,4,19/02/2015,2:30:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA BELGRANO & SALTA,BELGRANO AV. y SALTA,AVENIDA,BELGRANO AV. & SALTA,BELGRANO AV.,0,SALTA,2051,20017,POINT(107344.90625 101776.078125),0,Thursday,0,0,2,6
1479,5683,POLICIA FEDERAL 2015,FEBRERO,42,19/02/2015,7:20:00 PM,VEHICULO - MOTO,COLISION,AVDA GRAL PAZ COLECTORA & AVDA EMILIO CASTRO,"PAZ, GRAL. AV. y CASTRO, EMILIO AV.",AVENIDA,"PAZ, GRAL. AV. & CASTRO, EMILIO AV.","PAZ, GRAL. AV.",0,"CASTRO, EMILIO AV.",17041,3097,POINT(94351.1875 96991.0390625),0,Thursday,0,0,0,3
1296,5684,POLICIA FEDERAL 2015,FEBRERO,38,19/02/2015,6:30:00 PM,MOTO - PEATON,ATROPELLO,AVDA RIVADAVIA & AVDA LAFUENTE,RIVADAVIA AV. y LAFUENTE,AVENIDA,RIVADAVIA AV. & LAFUENTE,RIVADAVIA AV.,0,LAFUENTE,19046,12023,POINT(99541.171875 99878.6640625),0,Thursday,0,0,1,5
813,5685,POLICIA FEDERAL 2015,FEBRERO,8,19/02/2015,8:02:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA & ECUADOR,RIVADAVIA AV. y ECUADOR,AVENIDA,RIVADAVIA AV. & ECUADOR,RIVADAVIA AV.,0,ECUADOR,19046,5001,POINT(105018.65625 102101.828125),1,Thursday,0,0,999,999
921,5686,POLICIA FEDERAL 2015,FEBRERO,23,19/02/2015,3:40:00 AM,VEHICULO - VEHICULO,COLISION,AVDA SCALABRINI ORTIZ Y GUEMES,"SCALABRINI ORTIZ, RAUL AV. y GUEMES",AVENIDA,"SCALABRINI ORTIZ, RAUL AV. & GUEMES","SCALABRINI ORTIZ, RAUL AV.",0,GUEMES,20133,7098,POINT(104208.2734375 104790.6171875),1,Thursday,0,0,1,4
922,5686,POLICIA FEDERAL 2015,FEBRERO,23,19/02/2015,3:40:00 AM,VEHICULO - VEHICULO,COLISION,AVDA SCALABRINI ORTIZ Y GUEMES,"SCALABRINI ORTIZ, RAUL AV. y GUEMES",AVENIDA,"SCALABRINI ORTIZ, RAUL AV. & GUEMES","SCALABRINI ORTIZ, RAUL AV.",0,GUEMES,20133,7098,POINT(104208.2734375 104790.6171875),1,Thursday,0,1,1,4
1137,5687,POLICIA FEDERAL 2015,FEBRERO,27,19/02/2015,7:50:00 PM,VEHICULO - PEATON,ATROPELLO,CAMARGO 951,CAMARGO 951,CALLE,951 CAMARGO,CAMARGO,951,0,3033,0,POINT(101754.472152 103609.245663),0,Thursday,0,1,1,5
1038,5687,POLICIA FEDERAL 2015,FEBRERO,27,19/02/2015,7:50:00 PM,VEHICULO - PEATON,ATROPELLO,CAMARGO 951,CAMARGO 951,CALLE,951 CAMARGO,CAMARGO,951,0,3033,0,POINT(101754.472152 103609.245663),0,Thursday,0,0,1,5
827,5688,POLICIA FEDERAL 2015,FEBRERO,9,19/02/2015,12:15:00 AM,VEHICULO - PEATON,ATROPELLO,CARLOS GARDEL & DR TOMAS M DE ANCHORENA,"GARDEL, CARLOS y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"GARDEL, CARLOS & ANCHORENA, TOMAS MANUEL DE, DR.","GARDEL, CARLOS",0,"ANCHORENA, TOMAS MANUEL DE, DR.",7034,1078,POINT(104883.5546875 102882.9765625),1,Thursday,0,0,2,2
1430,5689,POLICIA FEDERAL 2015,FEBRERO,49,19/02/2015,5:33:00 PM,VEHICULO - MOTO,COLISION,DIAZ COLODRERO & QUESADA,DIAZ COLODRERO y QUESADA,CALLE,DIAZ COLODRERO & QUESADA,DIAZ COLODRERO,0,QUESADA,3141,18005,POINT(97557.0703125 106768.84375),0,Thursday,0,0,1,3
966,5690,POLICIA FEDERAL 2015,FEBRERO,26,19/02/2015,9:15:00 AM,VEHICULO - PEATON,ATROPELLO,GUANAHANI 252,GUANAHANI 252,CALLE,252 GUANAHANI,GUANAHANI,252,0,7089,0,POINT(107627.777948 99504.7045162),0,Thursday,0,0,999,4
1867,5690,POLICIA FEDERAL 2015,MARZO,26,19/02/2015,9:15:00 AM,VEHICULO - PEATON,ATROPELLO,GUANAHANI 252,GUANAHANI 252,CALLE,252 GUANAHANI,GUANAHANI,252,0,7089,0,POINT(107627.777948 99504.7045162),0,Thursday,0,1,999,4
1063,5691,POLICIA FEDERAL 2015,FEBRERO,31,19/02/2015,11:00:00 PM,VEHICULO - MOTO,COLISION,HUMBOLDT Y CABRERA,"HUMBOLDT y CABRERA, JOSE A.",CALLE,"HUMBOLDT & CABRERA, JOSE A.",HUMBOLDT,0,"CABRERA, JOSE A.",8036,3009,POINT(102397.3046875 104753.140625),1,Thursday,0,0,2,2
1162,5691,POLICIA FEDERAL 2015,FEBRERO,31,19/02/2015,11:00:00 PM,VEHICULO - MOTO,COLISION,HUMBOLDT Y CABRERA,"HUMBOLDT y CABRERA, JOSE A.",CALLE,"HUMBOLDT & CABRERA, JOSE A.",HUMBOLDT,0,"CABRERA, JOSE A.",8036,3009,POINT(102397.3046875 104753.140625),1,Thursday,0,1,2,2
1523,5692,POLICIA FEDERAL 2015,FEBRERO,48,19/02/2015,12:56:00 PM,VEHICULO - VEHICULO,COLISION,MONTIEL Y ZUVIRIA,MONTIEL y ZUVIRIA,CALLE,MONTIEL & ZUVIRIA,MONTIEL,0,ZUVIRIA,13119,27026,POINT(97200.375 94801.2578125),0,Thursday,0,0,0,1
1524,5692,POLICIA FEDERAL 2015,FEBRERO,48,19/02/2015,12:56:00 PM,VEHICULO - VEHICULO,COLISION,MONTIEL Y ZUVIRIA,MONTIEL y ZUVIRIA,CALLE,MONTIEL & ZUVIRIA,MONTIEL,0,ZUVIRIA,13119,27026,POINT(97200.375 94801.2578125),0,Thursday,0,1,1,1
883,5693,POLICIA FEDERAL 2015,FEBRERO,17,19/02/2015,8:38:00 AM,MOTO - PEATON,ATROPELLO,PARAGUAY Y TALCAHUANO,PARAGUAY y TALCAHUANO,CALLE,PARAGUAY & TALCAHUANO,PARAGUAY,0,TALCAHUANO,17017,21009,POINT(107132.8515625 103446.546875),0,Thursday,0,0,0,4
884,5693,POLICIA FEDERAL 2015,FEBRERO,17,19/02/2015,8:38:00 AM,MOTO - PEATON,ATROPELLO,PARAGUAY Y TALCAHUANO,PARAGUAY y TALCAHUANO,CALLE,PARAGUAY & TALCAHUANO,PARAGUAY,0,TALCAHUANO,17017,21009,POINT(107132.8515625 103446.546875),0,Thursday,0,1,0,0
755,5694,POLICIA FEDERAL 2015,FEBRERO,14,19/02/2015,10:05:00 AM,VEHICULO - PEATON,ATROPELLO,REGIMIENTOS DE PATRICIOS Y PI Y MARGALL,REGIMIENTO DE PATRICIOS AV. y PI Y MARGALL,AVENIDA,REGIMIENTO DE PATRICIOS AV. & PI Y MARGALL,REGIMIENTO DE PATRICIOS AV.,0,PI Y MARGALL,17034,17094,POINT(108506.359375 99825.3203125),0,Thursday,0,0,1,8
812,5695,POLICIA FEDERAL 2015,FEBRERO,8,19/02/2015,3:20:00 PM,VEHICULO - MOTO,COLISION,RIVADAVIA Y JUJUY,RIVADAVIA AV. y JUJUY AV.,AVENIDA,RIVADAVIA AV. & JUJUY AV.,RIVADAVIA AV.,0,JUJUY AV.,19046,10013,POINT(105258.6015625 102122.8359375),0,Thursday,0,0,2,5
937,5696,POLICIA FEDERAL 2015,FEBRERO,53,19/02/2015,5:45:00 PM,VEHICULO - MOTO,COLISION,S. DE BUSTAMANTE 2662,SANCHEZ DE BUSTAMANTE 2662,CALLE,2662 SANCHEZ DE BUSTAMANTE,SANCHEZ DE BUSTAMANTE,2662,0,20029,0,POINT(105641.618021 105172.200107),0,Thursday,0,0,2,3
1890,5697,POLICIA FEDERAL 2015,MARZO,30,19/03/2015,9:30:00 AM,VEHICULO - MOTO,COLISION,0 AUTP 9 DE JULIO,9 DE JULIO AV.,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV.,0,0,14029,0,0,0,Thursday,0,0,1,2
1696,5698,POLICIA FEDERAL 2015,MARZO,9,19/03/2015,7:40:00 PM,VEHICULO - PEATON,ATROPELLO,3738 TTEG JUAN D PERON,"PERON, JUAN DOMINGO, TTE. GENERAL 3738",CALLE,"3738 PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL",3738,0,3050,0,POINT(104061.236435 102515.242371),0,Thursday,0,0,2,1
2077,5699,POLICIA FEDERAL 2015,MARZO,11,19/03/2015,10:40:00 AM,VEHICULO - MOTO,COLISION,4770 AVDA DIAZ VELEZ,DIAZ VELEZ AV. 4770,AVENIDA,4770 DIAZ VELEZ AV.,DIAZ VELEZ AV.,4770,0,4074,0,POINT(102685.127232 102270.410468),0,Thursday,0,0,2,5
2434,5700,POLICIA FEDERAL 2015,MARZO,44,19/03/2015,1:00:00 AM,SIN DATOS,SIN DATOS,5292 YERBAL,YERBAL 5292,CALLE,5292 YERBAL,YERBAL,5292,0,26003,0,POINT(96555.2117425 99173.5967369),1,Thursday,0,0,1,3
1604,5701,POLICIA FEDERAL 2015,MARZO,22,19/03/2015,4:20:00 PM,VEHICULO - MOTO,COLISION,640 AVDA ING HUERGO,"HUERGO, ING. AV. 640",AVENIDA,"640 HUERGO, ING. AV.","HUERGO, ING. AV.",640,0,8030,0,POINT(108849.154794 101699.869794),0,Thursday,0,0,1,5
1580,5702,POLICIA FEDERAL 2015,MARZO,4,19/03/2015,10:15:00 AM,VEHICULO - VEHICULO,COLISION,883 MEXICO,MEXICO 883,CALLE,883 MEXICO,MEXICO,883,0,13076,0,POINT(107767.748623 101566.428406),0,Thursday,0,0,1,5
1847,5703,POLICIA FEDERAL 2015,MARZO,16,19/03/2015,8:40:00 PM,VEHICULO - MOTO,COLISION,AV MTES DE OCA Y FINOCHIETTO,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",AVENIDA,"MONTES DE OCA, MANUEL AV. & FINOCHIETTO ENRIQUE DR.","MONTES DE OCA, MANUEL AV.",0,FINOCHIETTO ENRIQUE DR.,13115,6031,POINT(107939.203125 99822.46875),1,Thursday,0,0,2,2
1732,5704,POLICIA FEDERAL 2015,MARZO,20,19/03/2015,9:10:00 AM,VEHICULO - MOTO,COLISION,AV SAN JUAN 2819,SAN JUAN AV. 2819,AVENIDA,2819 SAN JUAN AV.,SAN JUAN AV.,2819,0,20040,0,POINT(105396.84817 100585.560199),0,Thursday,0,0,1,4
1848,5705,POLICIA FEDERAL 2015,MARZO,16,19/03/2015,9:26:00 PM,VEHICULO - BICICLETA,COLISION,AV SAN JUAN Y AV 9 DE JULIO,SAN JUAN AV. y 9 DE JULIO AV.,AVENIDA,SAN JUAN AV. & 9 DE JULIO AV.,SAN JUAN AV.,0,9 DE JULIO AV.,20040,14029,POINT(107547.859375 100786.7265625),1,Thursday,0,0,1,2
1751,5706,POLICIA FEDERAL 2015,MARZO,15,19/03/2015,1:55:00 PM,VEHICULO - MOTO,COLISION,AV. 9 DE JULIO Y AV. SANTA FE,9 DE JULIO AV. y SANTA FE AV.,AVENIDA,9 DE JULIO AV. & SANTA FE AV.,9 DE JULIO AV.,0,SANTA FE AV.,14029,20057,POINT(107420.3046875 103749.890625),0,Thursday,0,0,0,3
1555,5707,POLICIA FEDERAL 2015,MARZO,2,19/03/2015,2:20:00 PM,MOTO - MOTO,COLISION,AVDA BELGRANO & PERU,BELGRANO AV. y PERU,AVENIDA,BELGRANO AV. & PERU,BELGRANO AV.,0,PERU,2051,17071,POINT(108124.75 101840.078125),0,Thursday,0,0,1,4
1556,5707,POLICIA FEDERAL 2015,MARZO,2,19/03/2015,2:20:00 PM,VEHICULO - MOTO,COLISION,AVDA BELGRANO & PERU,BELGRANO AV. y PERU,AVENIDA,BELGRANO AV. & PERU,BELGRANO AV.,0,PERU,2051,17071,POINT(108124.75 101840.078125),0,Thursday,0,1,1,4
2397,5708,POLICIA FEDERAL 2015,MARZO,42,19/03/2015,11:20:00 PM,VEHICULO - MOTO,COLISION,AVDA CNEL CARDENAS & JUSTOASUAREZ,"CARDENAS, CNEL. AV. y SUAREZ, JUSTO ANTONIO",AVENIDA,"CARDENAS, CNEL. AV. & SUAREZ, JUSTO ANTONIO","CARDENAS, CNEL. AV.",0,"SUAREZ, JUSTO ANTONIO",3069,2081,POINT(96516.9453125 95679.9765625),1,Thursday,0,0,2,5
2056,5709,POLICIA FEDERAL 2015,MARZO,10,19/03/2015,7:00:00 AM,VEHICULO - MOTO,COLISION,AVDA LA PLATA & VENEZUELA,LA PLATA AV. y REPUBLICA BOLIVARIANA DE VENEZUELA,AVENIDA,LA PLATA AV. & REPUBLICA BOLIVARIANA DE VENEZUELA,LA PLATA AV.,0,REPUBLICA BOLIVARIANA DE VENEZUELA,12054,23033,POINT(103186.8125 101216.9921875),0,Thursday,0,0,1,2
2280,5710,POLICIA FEDERAL 2015,MARZO,45,19/03/2015,12:50:00 PM,MOTO - PEATON,ATROPELLO,BAHIA BLANCA 4025,BAHIA BLANCA 4025,CALLE,4025 BAHIA BLANCA,BAHIA BLANCA,4025,0,2008,0,POINT(95633.9913414 103321.900029),0,Thursday,0,0,2,3
1846,5711,POLICIA FEDERAL 2015,MARZO,16,19/03/2015,6:20:00 PM,MOTO - PEATON,ATROPELLO,CASEROS Y GRAL. HORNOS,"CASEROS AV. y HORNOS, GRAL.",AVENIDA,"CASEROS AV. & HORNOS, GRAL.",CASEROS AV.,0,"HORNOS, GRAL.",3085,8021,POINT(107726.0546875 99989.78125),0,Thursday,0,0,999,3
1884,5712,POLICIA FEDERAL 2015,MARZO,28,19/03/2015,8:08:00 PM,MOTO - PEATON,ATROPELLO,CASEROS Y SAN JOSE,CASEROS AV. y SAN JOSE,AVENIDA,CASEROS AV. & SAN JOSE,CASEROS AV.,0,SAN JOSE,3085,20038,POINT(107141.40625 99603.375),1,Thursday,0,0,0,5
2150,5713,POLICIA FEDERAL 2015,MARZO,38,19/03/2015,8:30:00 AM,VEHICULO - PEATON,ATROPELLO,CURAPALIGUE 1891,CURAPALIGUE 1891,CALLE,1891 CURAPALIGUE,CURAPALIGUE,1891,0,3207,0,POINT(101909.992377 98508.5866121),0,Thursday,0,0,2,8
2037,5714,POLICIA FEDERAL 2015,MARZO,51,19/03/2015,3:51:00 PM,VEHICULO - BICICLETA,COLISION,DEL LIBERTADOR Y LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,AVENIDA,DEL LIBERTADOR AV. & LA PAMPA,DEL LIBERTADOR AV.,0,LA PAMPA,12107,12168,POINT(101657.890625 107735.4453125),0,Thursday,0,0,0,2
2256,5715,POLICIA FEDERAL 2015,MARZO,43,19/03/2015,6:30:00 PM,VEHICULO - MOTO,COLISION,ELPIDIO G Y SAN NICOLAS,"GONZALEZ, ELPIDIO y SAN NICOLAS",CALLE,"GONZALEZ, ELPIDIO & SAN NICOLAS","GONZALEZ, ELPIDIO",0,SAN NICOLAS,7065,20049,POINT(97277.8203125 101555.2578125),0,Thursday,0,0,1,4
2093,5716,POLICIA FEDERAL 2015,MARZO,12,19/03/2015,8:00:00 AM,VEHICULO - MOTO,COLISION,EMILIO MITRE 862,"MITRE, EMILIO 862",CALLE,"862 MITRE, EMILIO","MITRE, EMILIO",862,0,13095,0,POINT(101972.434813 99764.4947063),0,Thursday,0,0,1,4
1733,5717,POLICIA FEDERAL 2015,MARZO,20,19/03/2015,11:00:00 AM,VEHICULO - MOTO,COLISION,ESTEBAN DE LUCA Y AV JUAN DE GARAY ,"LUCA, ESTEBAN DE y GARAY, JUAN DE AV.",AVENIDA,"LUCA, ESTEBAN DE & GARAY, JUAN DE AV.","LUCA, ESTEBAN DE",0,"GARAY, JUAN DE AV.",12147,7026,POINT(105479.609375 100031.8125),0,Thursday,0,0,2,3
2107,5718,POLICIA FEDERAL 2015,MARZO,13,19/03/2015,4:45:00 PM,VEHICULO - MOTO,COLISION,JUAN B JUSTO Y HONORIO PUEYRREDON ,"JUSTO, JUAN B. AV. y PUEYRREDON, HONORIO, DR. AV.",AVENIDA,"JUSTO, JUAN B. AV. & PUEYRREDON, HONORIO, DR. AV.","JUSTO, JUAN B. AV.",0,"PUEYRREDON, HONORIO, DR. AV.",10018,17133,POINT(101031.71875 103233.6171875),0,Thursday,0,0,2,2
1739,5719,POLICIA FEDERAL 2015,MARZO,20,19/03/2015,6:30:00 PM,VEHICULO - MOTO,COLISION,MAZA E/AV SAN JUAN Y COCHABAMBA ,MAZA y SAN JUAN AV.,AVENIDA,MAZA & SAN JUAN AV.,MAZA,0,SAN JUAN AV.,13055,20040,POINT(104457.5703125 100442.953125),0,Thursday,0,0,999,2
2257,5720,POLICIA FEDERAL 2015,MARZO,43,19/03/2015,3:35:00 PM,MOTO - PEATON,ATROPELLO,MORON Y BELEN,MORON y BELEN,CALLE,MORON & BELEN,MORON,0,BELEN,13132,2047,POINT(97422.5859375 99976.125),0,Thursday,0,0,1,1
