ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,Franja etaria acusado,Franja etaria victima
1761,5721,POLICIA FEDERAL 2015,MARZO,17,19/03/2015,5:10:00 PM,MOTO - BICICLETA,COLISION,R.PEÑA 1450,RODRIGUEZ PEÑA 1450,CALLE,1450 RODRIGUEZ PEÑA,RODRIGUEZ PEÑA,1450,0,19071,0,POINT(106603.115246 104028.924185),0,Thursday,0,0,0,3
1594,5722,POLICIA FEDERAL 2015,MARZO,14,19/03/2015,8:30:00 AM,SIN DATOS,SIN DATOS,REGIMIENTO DE PATRICIOS Y MARTIN GARCIA,"REGIMIENTO DE PATRICIOS AV. y GARCIA, MARTIN AV.",AVENIDA,"REGIMIENTO DE PATRICIOS AV. & GARCIA, MARTIN AV.",REGIMIENTO DE PATRICIOS AV.,0,"GARCIA, MARTIN AV.",17034,7032,POINT(108495.03125 99971.328125),0,Thursday,0,0,0,6
2237,5723,POLICIA FEDERAL 2015,MARZO,41,19/03/2015,2:52:00 PM,VEHICULO - VEHICULO,COLISION,REMEDIOS ESCALADA DE SAN MARTIN & GRAL JOSE G ARTIGAS,"ESCALADA DE SAN MARTIN, R. y ARTIGAS, JOSE GERVASIO, GRAL.",CALLE,"ESCALADA DE SAN MARTIN, R. & ARTIGAS, JOSE GERVASIO, GRAL.","ESCALADA DE SAN MARTIN, R.",0,"ARTIGAS, JOSE GERVASIO, GRAL.",5069,1125,POINT(99098.8125 101834.0859375),0,Thursday,0,0,1,6
2238,5723,POLICIA FEDERAL 2015,MARZO,41,19/03/2015,2:52:00 PM,VEHICULO - VEHICULO,COLISION,REMEDIOS ESCALADA DE SAN MARTIN & GRAL JOSE G ARTIGAS,"ESCALADA DE SAN MARTIN, R. y ARTIGAS, JOSE GERVASIO, GRAL.",CALLE,"ESCALADA DE SAN MARTIN, R. & ARTIGAS, JOSE GERVASIO, GRAL.","ESCALADA DE SAN MARTIN, R.",0,"ARTIGAS, JOSE GERVASIO, GRAL.",5069,1125,POINT(99098.8125 101834.0859375),0,Thursday,0,1,0,3
2078,5724,POLICIA FEDERAL 2015,MARZO,11,19/03/2015,4:18:00 PM,MOTO - PEATON,ATROPELLO,RIO DE JANEIRO & SARMIENTO,RIO DE JANEIRO y SARMIENTO,CALLE,RIO DE JANEIRO & SARMIENTO,RIO DE JANEIRO,0,SARMIENTO,19039,20074,POINT(102840.703125 102810.84375),0,Thursday,0,0,1,5
1695,5725,POLICIA FEDERAL 2015,MARZO,9,19/03/2015,4:55:00 PM,VEHICULO - PEATON,ATROPELLO,SARMIENTO & BILLINGHURST,SARMIENTO y BILLINGHURST,CALLE,SARMIENTO & BILLINGHURST,SARMIENTO,0,BILLINGHURST,20074,2082,POINT(104335.9140625 102617.0390625),0,Thursday,0,0,2,7
1809,5726,POLICIA FEDERAL 2015,MARZO,23,19/03/2015,12:05:00 AM,VEHICULO - MOTO,COLISION,URIARTE 2468,URIARTE 2468,CALLE,2468 URIARTE,URIARTE,2468,0,22010,0,POINT(103684.814651 105361.32905),1,Thursday,0,0,2,3
3166,5727,POLICIA FEDERAL 2015,ABRIL,41,19/04/2015,1:40:00 PM,VEHICULO - VEHICULO,COLISION,4170 AVDA SAN MARTIN,SAN MARTIN AV. 4170,AVENIDA,4170 SAN MARTIN AV.,SAN MARTIN AV.,4170,0,20045,0,POINT(98429.9116317 103352.02983),0,Sunday,0,0,999,3
2515,5728,POLICIA FEDERAL 2015,ABRIL,2,19/04/2015,8:30:00 PM,SIN DATOS,SIN DATOS,670 ESTADOS UNIDOS,ESTADOS UNIDOS 670,CALLE,670 ESTADOS UNIDOS,ESTADOS UNIDOS,670,0,5087,0,POINT(108057.603222 101182.428994),1,Sunday,0,0,999,7
2540,5729,POLICIA FEDERAL 2015,ABRIL,3,19/04/2015,11:50:00 AM,VEHICULO - MOTO,COLISION,943 SARMIENTO,SARMIENTO 943,CALLE,943 SARMIENTO,SARMIENTO,943,0,20074,0,POINT(107631.207643 102705.555916),0,Sunday,0,0,0,2
3020,5730,POLICIA FEDERAL 2015,ABRIL,12,19/04/2015,10:30:00 PM,VEHICULO - PEATON,ATROPELLO,ALBERDI Y RIGLOS,"ALBERDI, JUAN BAUTISTA AV. y RIGLOS",AVENIDA,"ALBERDI, JUAN BAUTISTA AV. & RIGLOS","ALBERDI, JUAN BAUTISTA AV.",0,RIGLOS,1033,19034,POINT(102479.46875 100671.6640625),1,Sunday,0,0,2,3
2784,5731,POLICIA FEDERAL 2015,ABRIL,16,19/04/2015,11:00:00 PM,VEHICULO - PEATON,ATROPELLO,AU 9 DE JULIO Y AV SAN JUAN ,9 DE JULIO AV. y SAN JUAN AV.,AVENIDA,9 DE JULIO AV. & SAN JUAN AV.,9 DE JULIO AV.,0,SAN JUAN AV.,14029,20040,POINT(107547.859375 100786.7265625),1,Sunday,0,0,2,1
3071,5732,POLICIA FEDERAL 2015,ABRIL,34,19/04/2015,2:15:00 PM,VEHICULO - VEHICULO,COLISION,AV. GARAY Y JOSE MARMOL ,"GARAY, JUAN DE AV. y MARMOL, JOSE",AVENIDA,"GARAY, JUAN DE AV. & MARMOL, JOSE","GARAY, JUAN DE AV.",0,"MARMOL, JOSE",7026,13032,POINT(103707.765625 99684.234375),0,Sunday,0,0,2,5
2850,5733,POLICIA FEDERAL 2015,ABRIL,32,19/04/2015,11:15:00 PM,VEHICULO - MOTO,COLISION,AV. IGUAZU Y RIO CUARTO,IGUAZU y RIO CUARTO,CALLE,IGUAZU & RIO CUARTO,IGUAZU,0,RIO CUARTO,9007,19038,POINT(105474.578125 97335.9375),1,Sunday,0,0,0,2
2747,5734,POLICIA FEDERAL 2015,ABRIL,23,19/04/2015,12:30:00 PM,VEHICULO - PEATON,ATROPELLO,AV. SANTA FE 4000,SANTA FE AV. 4000,AVENIDA,4000 SANTA FE AV.,SANTA FE AV.,4000,0,20057,0,POINT(103969.573938 105191.341948),0,Sunday,0,0,1,4
3381,5735,POLICIA FEDERAL 2015,ABRIL,48,19/04/2015,12:10:00 AM,VEHICULO - VEHICULO,COLISION,AV.ESCALADA Y BILBAO,"ESCALADA AV. y BILBAO, FRANCISCO",AVENIDA,"ESCALADA AV. & BILBAO, FRANCISCO",ESCALADA AV.,0,"BILBAO, FRANCISCO",5067,2081,POINT(98112.1171875 97275.9609375),1,Sunday,0,0,1,2
2561,5736,POLICIA FEDERAL 2015,ABRIL,4,19/04/2015,5:45:00 AM,VEHICULO - VEHICULO,COLISION,AVDA BELGRANO & SALTA,BELGRANO AV. y SALTA,AVENIDA,BELGRANO AV. & SALTA,BELGRANO AV.,0,SALTA,2051,20017,POINT(107344.90625 101776.078125),1,Sunday,0,0,999,3
2649,5737,POLICIA FEDERAL 2015,ABRIL,9,19/04/2015,6:40:00 AM,VEHICULO - MOTO,COLISION,AVDA CORDOBA & JERONIMO SALGUERO,"CORDOBA AV. y SALGUERO, JERONIMO",AVENIDA,"CORDOBA AV. & SALGUERO, JERONIMO",CORDOBA AV.,0,"SALGUERO, JERONIMO",3165,20012,POINT(104069.1484375 103491.3984375),0,Sunday,0,0,0,3
3280,5738,POLICIA FEDERAL 2015,ABRIL,40,19/04/2015,1:30:00 PM,VEHICULO - MOTO,COLISION,AVDA EVA PERON & AVDA LACARRA,"PERON, EVA AV. y LACARRA AV.",AVENIDA,"PERON, EVA AV. & LACARRA AV.","PERON, EVA AV.",0,LACARRA AV.,4056,12006,POINT(99406.109375 97736.359375),0,Sunday,0,0,2,5
2717,5739,POLICIA FEDERAL 2015,ABRIL,19,19/04/2015,3:25:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA GRAL LAS HERAS & PTE JOSE E URIBURU,"LAS HERAS GENERAL AV. y URIBURU JOSE E., PRES.",AVENIDA,"LAS HERAS GENERAL AV. & URIBURU JOSE E., PRES.",LAS HERAS GENERAL AV.,0,"URIBURU JOSE E., PRES.",12076,22012,POINT(106274.3515625 104429.9375),0,Sunday,0,0,2,3
3240,5740,POLICIA FEDERAL 2015,ABRIL,49,19/04/2015,1:15:00 PM,VEHICULO - MOTO,COLISION,AVDA GRAL PAZ COLECTORA & AVDA DR RICARDO BALBIN,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AVENIDA,"PAZ, GRAL. AV. & BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV.",0,"BALBIN, RICARDO, DR. AV.",17041,4053,POINT(96666.3984375 108707.859375),0,Sunday,0,0,2,5
3239,5740,POLICIA FEDERAL 2015,ABRIL,49,19/04/2015,1:40:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA GRAL PAZ COLECTORA & AVDA DR RICARDO BALBIN,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",AVENIDA,"PAZ, GRAL. AV. & BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV.",0,"BALBIN, RICARDO, DR. AV.",17041,4053,POINT(96666.3984375 108707.859375),1,Sunday,0,1,2,4
3341,5741,POLICIA FEDERAL 2015,ABRIL,44,19/04/2015,1:00:00 AM,SIN DATOS,SIN DATOS,AVDA RIVADAVIA & AVDA LOPE DE VEGA,RIVADAVIA AV. y LOPE DE VEGA,AVENIDA,RIVADAVIA AV. & LOPE DE VEGA,RIVADAVIA AV.,0,LOPE DE VEGA,19046,12126,POINT(96684.65625 99093.7421875),1,Sunday,0,0,1,3
2675,5742,POLICIA FEDERAL 2015,ABRIL,20,19/04/2015,8:35:00 AM,VEHICULO - VEHICULO,COLISION,AVDA SAN JUAN Y ALBERTI,SAN JUAN AV. y ALBERTI,AVENIDA,SAN JUAN AV. & ALBERTI,SAN JUAN AV.,0,ALBERTI,20040,1034,POINT(105766.234375 100631.34375),0,Sunday,0,0,1,3
2676,5742,POLICIA FEDERAL 2015,ABRIL,20,19/04/2015,8:35:00 AM,VEHICULO - VEHICULO,COLISION,AVDA SAN JUAN Y ALBERTI,SAN JUAN AV. y ALBERTI,AVENIDA,SAN JUAN AV. & ALBERTI,SAN JUAN AV.,0,ALBERTI,20040,1034,POINT(105766.234375 100631.34375),0,Sunday,0,1,1,3
2677,5742,POLICIA FEDERAL 2015,ABRIL,20,19/04/2015,8:35:00 AM,VEHICULO - VEHICULO,COLISION,AVDA SAN JUAN Y ALBERTI,SAN JUAN AV. y ALBERTI,AVENIDA,SAN JUAN AV. & ALBERTI,SAN JUAN AV.,0,ALBERTI,20040,1034,POINT(105766.234375 100631.34375),0,Sunday,0,1,1,3
2663,5743,POLICIA FEDERAL 2015,ABRIL,18,19/04/2015,2:50:00 PM,VEHICULO - PEATON,ATROPELLO,COMBATE DE LOS POZOS & PAVON,COMBATE DE LOS POZOS y PAVON,CALLE,COMBATE DE LOS POZOS & PAVON,COMBATE DE LOS POZOS,0,PAVON,3150,17038,POINT(106510.1328125 100310),0,Sunday,0,0,2,3
2953,5744,POLICIA FEDERAL 2015,ABRIL,37,19/04/2015,5:30:00 AM,VEHICULO - VEHICULO,COLISION,FREIRE Y VIRREY AVILES,"FREIRE, RAMON, CAP. GRAL. y AVILES, VIRREY",CALLE,"FREIRE, RAMON, CAP. GRAL. & AVILES, VIRREY","FREIRE, RAMON, CAP. GRAL.",0,"AVILES, VIRREY",6057,1142,POINT(100492.34375 106299.3125),1,Sunday,0,0,0,4
3136,5745,POLICIA FEDERAL 2015,ABRIL,35,19/04/2015,11:00:00 PM,VEHICULO - MOTO,COLISION,GRAL PAZ Y AV DEL LIBERTADOR,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",AVENIDA,"PAZ, GRAL. AV. & DEL LIBERTADOR AV.","PAZ, GRAL. AV.",0,DEL LIBERTADOR AV.,17041,12107,POINT(99682.3046875 110355.09375),1,Sunday,0,0,1,4
3279,5746,POLICIA FEDERAL 2015,ABRIL,40,19/04/2015,12:05:00 AM,VEHICULO - VEHICULO,COLISION,HOMERO & PRIMERA JUNTA,HOMERO y PRIMERA JUNTA,CALLE,HOMERO & PRIMERA JUNTA,HOMERO,0,PRIMERA JUNTA,8019,10016,POINT(98561.0546875 97082.7890625),1,Sunday,0,0,1,3
2851,5747,POLICIA FEDERAL 2015,ABRIL,32,19/04/2015,10:00:00 AM,VEHICULO - PEATON,ATROPELLO,IRIARTE,,CALLE,,,,,,,,0,Sunday,0,0,999,4
2985,5748,POLICIA FEDERAL 2015,ABRIL,10,19/04/2015,7:20:00 AM,VEHICULO - VEHICULO,COLISION,RIVADAVIA Y YATAY,RIVADAVIA AV. y YATAY,AVENIDA,RIVADAVIA AV. & YATAY,RIVADAVIA AV.,0,YATAY,19046,26002,POINT(103274.296875 101651.890625),0,Sunday,0,0,0,3
3591,5749,POLICIA FEDERAL 2015,MAYO,18,19/05/2015,4:28:00 PM,VEHICULO - MOTO,COLISION,1466 AVDA INDEPENDENCIA,INDEPENDENCIA AV. 1466,AVENIDA,1466 INDEPENDENCIA AV.,INDEPENDENCIA AV.,1466,0,9010,0,POINT(107003.33382 101250.213593),0,Tuesday,0,0,1,4
4111,5750,POLICIA FEDERAL 2015,MAYO,41,19/05/2015,7:30:00 AM,VEHICULO - VEHICULO,COLISION,3305 AVDA SAN MARTIN,SAN MARTIN AV. 3305,AVENIDA,3305 SAN MARTIN AV.,SAN MARTIN AV.,3305,0,20045,0,POINT(99345.7572459 103090.377054),0,Tuesday,0,0,2,6
3770,5751,POLICIA FEDERAL 2015,MAYO,30,19/05/2015,8:00:00 PM,VEHICULO - BICICLETA,COLISION,AUSTRALIA & PERDRIEL,AUSTRALIA AV. y PERDRIEL,AVENIDA,AUSTRALIA AV. & PERDRIEL,AUSTRALIA AV.,0,PERDRIEL,1137,17057,POINT(107037.3203125 98066.0703125),1,Tuesday,0,0,2,4
3414,5752,POLICIA FEDERAL 2015,MAYO,1,19/05/2015,11:00:00 AM,VEHICULO - VEHICULO,COLISION,AV ALEM Y MITRE,"ALEM, LEANDRO N. AV. y MITRE, BARTOLOME",AVENIDA,"ALEM, LEANDRO N. AV. & MITRE, BARTOLOME","ALEM, LEANDRO N. AV.",0,"MITRE, BARTOLOME",1037,13094,POINT(108548.181486214 102500.487914356),0,Tuesday,0,0,0,6
3506,5753,POLICIA FEDERAL 2015,MAYO,5,19/05/2015,8:30:00 AM,VEHICULO - MOTO,COLISION,AV CALLAO Y LAVALLE,CALLAO AV. y LAVALLE,AVENIDA,CALLAO AV. & LAVALLE,CALLAO AV.,0,LAVALLE,3030,12089,POINT(106504.578125 102894.7421875),0,Tuesday,0,0,2,3
3987,5754,POLICIA FEDERAL 2015,MAYO,12,19/05/2015,3:45:00 PM,VEHICULO - MOTO,COLISION,AV. DIRECTORIO Y RIGLOS,DIRECTORIO AV. y RIGLOS,AVENIDA,DIRECTORIO AV. & RIGLOS,DIRECTORIO AV.,0,RIGLOS,4078,19034,POINT(102535.6953125 100108.640625),0,Tuesday,0,0,0,3
4921,5754,POLICIA FEDERAL 2015,JUNIO,12,19/05/2015,3:45:00 PM,VEHICULO - MOTO,COLISION,AV. DIRECTORIO Y RIGLOS,DIRECTORIO AV. y RIGLOS,AVENIDA,DIRECTORIO AV. & RIGLOS,DIRECTORIO AV.,0,RIGLOS,4078,19034,POINT(102535.6953125 100108.640625),0,Tuesday,0,1,0,3
4162,5755,POLICIA FEDERAL 2015,MAYO,47,19/05/2015,8:50:00 AM,VEHICULO - PEATON,ATROPELLO,AV. MOSCONI Y HELGUERA,MOSCONI GENERAL AV. y HELGUERA,AVENIDA,MOSCONI GENERAL AV. & HELGUERA,MOSCONI GENERAL AV.,0,HELGUERA,13135,8007,POINT(96188.1875 104590.53125),0,Tuesday,0,0,1,8
3986,5756,POLICIA FEDERAL 2015,MAYO,12,19/05/2015,12:30:00 AM,VEHICULO - MOTO,COLISION,AV. RIVADAVIA Y EMILIO MITRE,"RIVADAVIA AV. y MITRE, EMILIO",AVENIDA,"RIVADAVIA AV. & MITRE, EMILIO",RIVADAVIA AV.,0,"MITRE, EMILIO",19046,13095,POINT(101737.609375 100836.4140625),1,Tuesday,0,0,1,2
4920,5756,POLICIA FEDERAL 2015,JUNIO,12,19/05/2015,12:30:00 AM,VEHICULO - MOTO,COLISION,AV. RIVADAVIA Y EMILIO MITRE,"RIVADAVIA AV. y MITRE, EMILIO",AVENIDA,"RIVADAVIA AV. & MITRE, EMILIO",RIVADAVIA AV.,0,"MITRE, EMILIO",19046,13095,POINT(101737.609375 100836.4140625),1,Tuesday,0,1,1,2
3483,5757,POLICIA FEDERAL 2015,MAYO,14,19/05/2015,9:40:00 AM,VEHICULO - MOTO,COLISION,AV. SAN JUAN Y BALCARCE,SAN JUAN AV. y BALCARCE,AVENIDA,SAN JUAN AV. & BALCARCE,SAN JUAN AV.,0,BALCARCE,20040,2014,POINT(108579.21875 100829.265625),0,Tuesday,0,0,2,999
3472,5758,POLICIA FEDERAL 2015,MAYO,4,19/05/2015,9:30:00 AM,VEHICULO - MOTO,COLISION,AVDA 9 DE JULIO & ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV. & ESTADOS UNIDOS,9 DE JULIO AV.,0,ESTADOS UNIDOS,14029,5087,POINT(107539.2578125 101188),0,Tuesday,0,0,0,5
4112,5759,POLICIA FEDERAL 2015,MAYO,41,19/05/2015,6:09:00 PM,VEHICULO - VEHICULO,COLISION,AVDA ALVAREZ JONTE & GAVILAN,ALVAREZ JONTE y GAVILAN,CALLE,ALVAREZ JONTE & GAVILAN,ALVAREZ JONTE,0,GAVILAN,1056,7040,POINT(99016.9921875 102657.7890625),0,Tuesday,0,0,1,1
3854,5760,POLICIA FEDERAL 2015,MAYO,29,19/05/2015,6:50:00 PM,VEHICULO - BICICLETA,COLISION,AVDA CORDOBA & AVDA DORREGO,CORDOBA AV. y DORREGO AV.,AVENIDA,CORDOBA AV. & DORREGO AV.,CORDOBA AV.,0,DORREGO AV.,3165,4089,POINT(101698.59375 104964.84375),0,Tuesday,0,0,1,4
3967,5761,POLICIA FEDERAL 2015,MAYO,11,19/05/2015,11:00:00 AM,VEHICULO - VEHICULO,COLISION,AVDA DIAZ VELEZ & YATAY,DIAZ VELEZ AV. y YATAY,AVENIDA,DIAZ VELEZ AV. & YATAY,DIAZ VELEZ AV.,0,YATAY,4074,26002,POINT(103128.53125 102277.5703125),0,Tuesday,0,0,0,4
4901,5761,POLICIA FEDERAL 2015,JUNIO,11,19/05/2015,11:00:00 AM,VEHICULO - VEHICULO,COLISION,AVDA DIAZ VELEZ & YATAY,DIAZ VELEZ AV. y YATAY,AVENIDA,DIAZ VELEZ AV. & YATAY,DIAZ VELEZ AV.,0,YATAY,4074,26002,POINT(103128.53125 102277.5703125),0,Tuesday,0,1,0,4
4225,5762,POLICIA FEDERAL 2015,MAYO,40,19/05/2015,8:15:00 AM,VEHICULO - VEHICULO,COLISION,AVDA DIRECTORIO & MARIANO ACOSTA,"DIRECTORIO AV. y ACOSTA, MARIANO AV.",AVENIDA,"DIRECTORIO AV. & ACOSTA, MARIANO AV.",DIRECTORIO AV.,0,"ACOSTA, MARIANO AV.",4078,1006,POINT(98828.9296875 98927.78125),0,Tuesday,0,0,0,2
3590,5763,POLICIA FEDERAL 2015,MAYO,18,19/05/2015,12:40:00 AM,VEHICULO - MOTO,COLISION,AVDA INDEPENDENCIA & RINCON,INDEPENDENCIA AV. y RINCON,AVENIDA,INDEPENDENCIA AV. & RINCON,INDEPENDENCIA AV.,0,RINCON,9010,19035,POINT(106173 101205.8515625),1,Tuesday,0,0,2,3
3833,5764,POLICIA FEDERAL 2015,MAYO,27,19/05/2015,12:26:00 PM,VEHICULO - MOTO,COLISION,AVDA JUAN B JUSTO Y AGUIRRE,"JUSTO, JUAN B. AV. y AGUIRRE",AVENIDA,"JUSTO, JUAN B. AV. & AGUIRRE","JUSTO, JUAN B. AV.",0,AGUIRRE,10018,1024,POINT(102072.9765625 104104.6640625),0,Tuesday,0,0,2,3
3831,5765,POLICIA FEDERAL 2015,MAYO,27,19/05/2015,8:45:00 PM,MOTO - MOTO,COLISION,AVDA JUAN B JUSTO Y VERA,"JUSTO, JUAN B. AV. y VERA",AVENIDA,"JUSTO, JUAN B. AV. & VERA","JUSTO, JUAN B. AV.",0,VERA,10018,23036,POINT(101887.8828125 103949.3515625),1,Tuesday,0,0,1,4
3832,5765,POLICIA FEDERAL 2015,MAYO,27,19/05/2015,8:45:00 PM,VEHICULO - MOTO,COLISION,AVDA JUAN B JUSTO Y VERA,"JUSTO, JUAN B. AV. y VERA",AVENIDA,"JUSTO, JUAN B. AV. & VERA","JUSTO, JUAN B. AV.",0,VERA,10018,23036,POINT(101887.8828125 103949.3515625),1,Tuesday,0,1,2,4
3525,5766,POLICIA FEDERAL 2015,MAYO,7,19/05/2015,10:30:00 PM,VEHICULO - MOTO,COLISION,AVDA PUEYRREDON & AVDA CORDOBA,PUEYRREDON AV. y CORDOBA AV.,AVENIDA,PUEYRREDON AV. & CORDOBA AV.,PUEYRREDON AV.,0,CORDOBA AV.,17132,3165,POINT(105465.2109375 103416.828125),1,Tuesday,0,0,1,2
4040,5767,POLICIA FEDERAL 2015,MAYO,38,19/05/2015,7:00:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA & GRAL JOSE G ARTIGAS,"RIVADAVIA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",AVENIDA,"RIVADAVIA AV. & ARTIGAS, JOSE GERVASIO, GRAL.",RIVADAVIA AV.,0,"ARTIGAS, JOSE GERVASIO, GRAL.",19046,1125,POINT(99925.5234375 100002.03125),0,Tuesday,0,0,1,2
4974,5767,POLICIA FEDERAL 2015,JUNIO,38,19/05/2015,7:00:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA & GRAL JOSE G ARTIGAS,"RIVADAVIA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",AVENIDA,"RIVADAVIA AV. & ARTIGAS, JOSE GERVASIO, GRAL.",RIVADAVIA AV.,0,"ARTIGAS, JOSE GERVASIO, GRAL.",19046,1125,POINT(99925.5234375 100002.03125),0,Tuesday,0,1,1,2
4307,5768,POLICIA FEDERAL 2015,MAYO,44,19/05/2015,6:45:00 PM,VEHICULO - VEHICULO,COLISION,AVDA RIVADAVIA & GUARDIA NACIONAL,RIVADAVIA AV. y GUARDIA NACIONAL,AVENIDA,RIVADAVIA AV. & GUARDIA NACIONAL,RIVADAVIA AV.,0,GUARDIA NACIONAL,19046,7091,POINT(96221.0625 99011.5234375),0,Tuesday,0,0,1,4
4305,5769,POLICIA FEDERAL 2015,MAYO,44,19/05/2015,11:30:00 AM,VEHICULO - VEHICULO,COLISION,AVDA RIVADAVIA & MONTIEL,RIVADAVIA AV. y MONTIEL,AVENIDA,RIVADAVIA AV. & MONTIEL,RIVADAVIA AV.,0,MONTIEL,19046,13119,POINT(94212.390625 98902.203125),0,Tuesday,0,0,1,4
3755,5770,POLICIA FEDERAL 2015,MAYO,28,19/05/2015,2:40:00 PM,VEHICULO - VEHICULO,COLISION,CATULO CASTILLO Y ALBERTI,"CASTILLO, CATULO y ALBERTI",CALLE,"CASTILLO, CATULO & ALBERTI","CASTILLO, CATULO",0,ALBERTI,5003,1034,POINT(105920.6015625 99667.3359375),0,Tuesday,0,0,1,5
3756,5770,POLICIA FEDERAL 2015,MAYO,28,19/05/2015,2:40:00 PM,VEHICULO - VEHICULO,COLISION,CATULO CASTILLO Y ALBERTI,"CASTILLO, CATULO y ALBERTI",CALLE,"CASTILLO, CATULO & ALBERTI","CASTILLO, CATULO",0,ALBERTI,5003,1034,POINT(105920.6015625 99667.3359375),0,Tuesday,0,1,0,5
4355,5771,POLICIA FEDERAL 2015,MAYO,52,19/05/2015,6:30:00 PM,VEHICULO - PEATON,ATROPELLO,CNEL MARTINIANO CHILAVERT & COSQUIN,"CHILAVERT, MARTINIANO, CORONEL y COSQUIN",CALLE,"CHILAVERT, MARTINIANO, CORONEL & COSQUIN","CHILAVERT, MARTINIANO, CORONEL",0,COSQUIN,3229,3180,POINT(98861.1171875 93705.265625),0,Tuesday,0,0,2,8
3714,5772,POLICIA FEDERAL 2015,MAYO,16,19/05/2015,4:40:00 PM,VEHICULO - PEATON,ATROPELLO,CONSTITUCION 1159,CONSTITUCION 1159,CALLE,1159 CONSTITUCION,CONSTITUCION,1159,0,3159,0,POINT(107433.914521 100503.142335),0,Tuesday,0,0,0,0
3715,5772,POLICIA FEDERAL 2015,MAYO,16,19/05/2015,4:40:00 PM,VEHICULO - PEATON,ATROPELLO,CONSTITUCION 1159,CONSTITUCION 1159,CALLE,1159 CONSTITUCION,CONSTITUCION,1159,0,3159,0,POINT(107433.914521 100503.142335),0,Tuesday,0,1,0,1
3716,5772,POLICIA FEDERAL 2015,MAYO,16,19/05/2015,4:40:00 PM,VEHICULO - PEATON,ATROPELLO,CONSTITUCION 1159,CONSTITUCION 1159,CALLE,1159 CONSTITUCION,CONSTITUCION,1159,0,3159,0,POINT(107433.914521 100503.142335),0,Tuesday,0,1,0,1
3717,5772,POLICIA FEDERAL 2015,MAYO,16,19/05/2015,4:40:00 PM,VEHICULO - PEATON,ATROPELLO,CONSTITUCION 1159,CONSTITUCION 1159,CALLE,1159 CONSTITUCION,CONSTITUCION,1159,0,3159,0,POINT(107433.914521 100503.142335),0,Tuesday,0,1,0,4
3615,5773,POLICIA FEDERAL 2015,MAYO,20,19/05/2015,7:30:00 PM,VEHICULO - PEATON,ATROPELLO,CONSTITUCION Y AV. BOEDO,CONSTITUCION y BOEDO AV.,AVENIDA,CONSTITUCION & BOEDO AV.,CONSTITUCION,0,BOEDO AV.,3159,2087,POINT(104343.2578125 100153.8125),0,Tuesday,0,0,999,3
4267,5774,POLICIA FEDERAL 2015,MAYO,42,19/05/2015,3:10:00 PM,VEHICULO - PEATON,ATROPELLO,ERCILLA & CORVALAN,ERCILLA y CORVALAN,CALLE,ERCILLA & CORVALAN,ERCILLA,0,CORVALAN,5065,3179,POINT(96186.375 98528.453125),0,Tuesday,0,0,2,2
4333,5775,POLICIA FEDERAL 2015,MAYO,48,19/05/2015,11:00:00 PM,VEHICULO - MOTO,COLISION,GRAL.PAZ ALTURA GOLETA SANTA CRUZ MANO HAVIA RIO DE LA PLATA,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",AVENIDA,"PAZ, GRAL. AV. & GOLETA SANTA CRUZ","PAZ, GRAL. AV.",0,GOLETA SANTA CRUZ,17041,7120,POINT(97200.7486773684 94375.5102937732),1,Tuesday,0,0,2,3
3713,5776,POLICIA FEDERAL 2015,MAYO,16,19/05/2015,1:35:00 PM,VEHICULO - PEATON,ATROPELLO,H PRIMO Y SAN JOSE,HUMBERTO 1° y SAN JOSE,CALLE,HUMBERTO 1° & SAN JOSE,HUMBERTO 1°,0,SAN JOSE,8035,20038,POINT(107103.546875 100897.421875),0,Tuesday,0,0,0,8
3739,5777,POLICIA FEDERAL 2015,MAYO,26,19/05/2015,8:50:00 AM,VEHICULO - PEATON,ATROPELLO,IRALA & GRAL ARAOZ DE LAMADRID,"IRALA y ARAOZ DE LAMADRID, GREGORIO, GRAL.",CALLE,"IRALA & ARAOZ DE LAMADRID, GREGORIO, GRAL.",IRALA,0,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",9015,1163,POINT(108903.40625 98838.7890625),0,Tuesday,0,0,0,6
