ID,POINT_X,POINT_Y
4988,-58.43602124,-34.65437079
4989,-58.4030375,-34.58862606
4990,-58.42940435,-34.58339575
4991,-58.46033082,-34.58569888
4992,-58.42516344,-34.62169378
4993,-58.37981856,-34.62721457
4994,-58.38144237,-34.61975538
4995,-58.49497602,-34.59426251
4996,-58.46323971,-34.61733025
4997,-58.48618244,-34.63084841
4998,-58.41009235,-34.62745383
4999,-58.44551324,-34.59559851
5000,-58.38121811,-34.61309225
5001,-58.38121811,-34.61309225
5002,-58.41894082,-34.59778928
5003,-58.38095594,-34.60403654
5004,-58.46848478,-34.63328685
5005,-58.37615919,-34.63219294
5006,-58.4186513,-34.60963561
5007,-58.41177912,-34.60922341
5008,-58.42602427,-34.610313
5009,-58.37853634,-34.62706529
5010,,
5011,-58.43154251,-34.61870737
5012,-58.52262866,-34.59885668
5013,-58.37708964,-34.64035252
5014,-58.38409393,-34.59808056
5015,-58.41034644,-34.61043954
5016,-58.46187612,-34.56248767
5017,-58.35839049,-34.63614699
5018,-58.40078791,-34.64493238
5019,-58.51268488,-34.60182867
5020,-58.42462568,-34.63564413
5021,-58.40580107,-34.57579382
5022,-58.52262866,-34.59885668
5023,-58.40986369,-34.57728071
5024,-58.49714941,-34.59679948
5025,-58.40713662,-34.59167354
5026,-58.44181185,-34.60185372
5027,-58.381092,-34.61853363
5028,-58.42467674,-34.60863077
5029,-58.42861917,-34.66029158
5030,-58.49508206,-34.64474073
5031,-58.47609636,-34.61810257
5032,-58.50220413,-34.65133243
5033,-58.41493016,-34.59960031
5034,-58.46277298,-34.62486798
5035,-58.49193014,-34.56130161
5036,-58.39622211,-34.61060049
5037,-58.47759123,-34.63773285
5038,-58.50095998,-34.60825477
5039,-58.43960685,-34.65470977
5040,-58.50615597,-34.56390638
5041,-58.37095337,-34.59838599
5042,-58.37029166,-34.60696146
5043,-58.38197837,-34.59283475
5044,-58.48066877,-34.57349489
5045,-58.43591378,-34.61936351
5046,-58.37993315,-34.58999688
5047,-58.37452242,-34.59175695
5048,-58.48388019,-34.67298154
5049,-58.47881784,-34.65784443
5050,-58.39211213,-34.60678867
5051,-58.46303014,-34.6152332
5052,-58.43752292,-34.65480689
5053,-58.39032591,-34.61808064
5054,-58.43895306,-34.59044968
5055,-58.36946778,-34.61477167
5056,-58.40332326,-34.60997448
5057,-58.48686224,-34.63037647
5058,-58.4121208,-34.59287568
5059,-58.39982764,-34.62090734
5060,-58.37126879,-34.62305069
5061,-58.41822689,-34.61866937
5062,-58.44402128,-34.54750411
5063,-58.47552363,-34.60972564
5064,-58.51692936,-34.59269615
5065,-58.41904393,-34.58935673
5066,-58.48188061,-34.62286908
5067,-58.51696169,-34.62800383
5068,-58.41577845,-34.61562215
5069,-58.45323712,-34.63570982
5070,-58.39490823,-34.5893179
5071,,
5072,-58.46992561,-34.57396045
5073,-58.51456192,-34.62684822
5074,-58.47623476,-34.63108272
5075,-58.45367508,-34.64412841
5076,-58.39197012,-34.60081208
5077,-58.47619249,-34.68177992
5078,-58.50154762,-34.63291873
5079,,
5080,-58.42779533,-34.6220745
5081,-58.37079816,-34.59070747
5082,-58.41008105,-34.58905713
5083,-58.43760029,-34.60026429
5084,-58.46088273,-34.57261038
5085,-58.38811515,-34.5883577
5086,-58.48765822,-34.67803447
5087,-58.43774316,-34.61462337
5088,-58.46703155,-34.69512786
5089,-58.44582079,-34.59335346
5090,-58.51747554,-34.66198486
5091,-58.36645144,-34.61812013
5092,-58.49233174,-34.64345597
5093,-58.50311217,-34.66013626
5094,-58.36955764,-34.61232985
5095,-58.38197057,-34.60845815
5096,-58.47756718,-34.65432039
5097,-58.41178059,-34.57186122
5098,-58.51144108,-34.5906493
5099,-58.40464468,-34.58051537
5100,-58.48332725,-34.65936527
5101,-58.39078303,-34.63051837
5102,-58.47552363,-34.60972564
5103,-58.41081183,-34.62033622
5104,-58.49121129,-34.55322693
5105,-58.50173921,-34.64888222
5106,-58.39003018,-34.59175964
5107,-58.51713619,-34.6610102
5108,-58.38578228,-34.62476274
5109,-58.51989609,-34.62284978
5110,-58.47016241,-34.66466891
5111,,
5112,-58.48946646,-34.56111747
5113,-58.42370944,-34.59790883
5114,-58.38241129,-34.59544056
5115,-58.43911422,-34.62626208
5116,-58.36974871,-34.62175929
5117,-58.40887546,-34.62460074
5118,-58.38121811,-34.61309225
5119,-58.45095247,-34.58050157
5120,-58.45458896,-34.55795533
5121,-58.50204877,-34.63780185
5122,-58.37254728,-34.62673832
5123,-58.50112113,-34.58161107
5124,-58.47760958,-34.62551237
5125,-58.39279125,-34.62363269
5126,-58.3933732,-34.60927674
5127,-58.43730129,-34.60879131
5128,-58.49722199,-34.56908987
5129,-58.41855571,-34.58906718
5130,-58.47383439,-34.54339131
5131,-58.52240942,-34.61612128
5132,-58.4669717,-34.58400807
5133,-58.52750135,-34.61575632
5134,-58.51593835,-34.60991815
5135,-58.44296721,-34.58325171
5136,-58.4411251,-34.54538878
5137,-58.4754877,-34.539369
5138,-58.35985302,-34.63367033
5139,-58.40378088,-34.63679442
5140,-58.35487034,-34.62955012
5141,,
5142,-58.50164221,-34.67398352
5143,-58.392913,-34.59093677
5144,-58.43659483,-34.59848556
5145,-58.38093737,-34.61186267
5146,-58.40135321,-34.61443162
5147,-58.37901776,-34.61294527
5148,-58.46531332,-34.69388034
5149,-58.44759858,-34.59170265
5150,-58.43756455,-34.55065824
5151,-58.52627121,-34.61489071
5152,-58.40600624,-34.60929946
5153,-58.52771354,-34.63925345
5154,-58.40686264,-34.61026464
5155,-58.52816511,-34.61805595
5156,-58.4680932,-34.55674817
5157,-58.43756455,-34.55065824
5158,-58.42450546,-34.58629429
5159,-58.47541402,-34.67849145
5160,-58.46472742,-34.69181918
5161,-58.52167714,-34.6587656
5162,-58.46069316,-34.70394517
5163,-58.40094215,-34.60306107
5164,-58.43997177,-34.59865467
5165,-58.49179459,-34.56977821
5166,-58.4461745,-34.65677385
5167,-58.37813027,-34.63668665
5168,-58.38241129,-34.59544056
5169,-58.41381439,-34.63605052
5170,-58.50066381,-34.57540223
5171,-58.5182509,-34.58952134
5172,-58.40165378,-34.58200616
5173,-58.48862008,-34.65395882
5174,-58.46749196,-34.63551866
5175,-58.45220952,-34.58247135
5176,-58.50257922,-34.67327172
5177,-58.43180679,-34.66207058
5178,-58.44551324,-34.59559851
5179,-58.47707001,-34.61918387
5180,-58.47833096,-34.61984356
5181,-58.39928983,-34.61430958
5182,-58.48666535,-34.61559748
5183,-58.51032756,-34.60144631
5184,-58.48267533,-34.68454675
5185,-58.41173973,-34.59688307
5186,-58.41259161,-34.60160185
5187,-58.37911465,-34.59772311
5188,-58.40888228,-34.61033545
5189,-58.49737057,-34.62039346
5190,-58.51121373,-34.63942068
5191,-58.46291737,-34.65006775
5192,-58.46673917,-34.59477645
5193,-58.50929513,-34.59973711
5194,-58.38155708,-34.59160104
5195,-58.42401255,-34.63778156
5196,-58.47943126,-34.67078393
5197,-58.52492247,-34.65637803
5198,-58.47609636,-34.61810257
5199,-58.4799747,-34.5705905
5200,-58.47065953,-34.62842403
5201,-58.46185979,-34.65015787
5202,-58.44606091,-34.62981842
5203,-58.47294486,-34.65540668
5204,-58.48423226,-34.57309267
5205,-58.37564431,-34.62200336
5206,,
5207,-58.51676283,-34.63906218
5208,-58.40787939,-34.60661866
5209,-58.39829557,-34.63339154
5210,-58.40154916,-34.61218101
5211,-58.42604129,-34.64069602
5212,-58.37337063,-34.59847644
5213,,
5214,-58.40184537,-34.62520119
5215,-58.36909093,-34.64112294
5216,-58.47214778,-34.57799443
5217,-58.40639823,-34.58380851
5218,-58.49849354,-34.57413916
5219,-58.44769353,-34.55667976
5220,-58.44523454,-34.55953808
5221,-58.50699907,-34.65693087
5222,-58.39874971,-34.58838944
5223,-58.41210502,-34.58266407
5224,-58.49106338,-34.6360366
5225,-58.50908969,-34.58915676
5226,-58.51036064,-34.58998639
5227,-58.46727321,-34.54634385
5228,-58.4812192,-34.66286839
5229,,
5230,-58.42461082,-34.63630868
5231,-58.44523454,-34.55953808
5232,-58.4603368,-34.60009565
5233,-58.45738858,-34.60600437
5234,-58.49294696,-34.65571397
5235,-58.4982009,-34.62137051
5236,-58.3889031,-34.63254246
5237,-58.45253969,-34.64499931
5238,-58.46516111,-34.64505525
5239,-58.46367082,-34.6858474
5240,-58.41595583,-34.63138093
5241,-58.38587427,-34.61784903
5242,-58.40986369,-34.57728071
5243,-58.41498907,-34.58578965
5244,-58.39390694,-34.58405381
5245,-58.44687062,-34.55763639
5246,-58.47241696,-34.6369875
5247,-58.39171024,-34.61382503
5248,-58.44551324,-34.59559851
5249,-58.50535704,-34.62902129
5250,-58.43593266,-34.55254587
5251,-58.40372152,-34.59845509
5252,-58.43774657,-34.61887324
5253,-58.4581058,-34.55863935
5254,-58.51116165,-34.59309915
5255,-58.48400575,-34.64998749
5256,-58.38874149,-34.62138741
5257,-58.4559188,-34.59350276
5258,-58.39702812,-34.6367209
5259,-58.43593266,-34.55254587
5260,-58.51232527,-34.60073148
5261,-58.50865414,-34.66474907
5262,-58.49074094,-34.60226598
5263,,
5264,-58.41402961,-34.65574157
5265,-58.42868374,-34.57748551
5266,-58.42742232,-34.57774207
5267,,
5268,-58.39553453,-34.60216149
5269,-58.37063551,-34.599501
5270,-58.39092356,-34.59088497
5271,-58.41317846,-34.62952639
5272,-58.5011565,-34.65048153
5273,-58.43543007,-34.6179295
5274,-58.4046638,-34.65045957
5275,-58.50562857,-34.57188757
5276,-58.44014936,-34.60318089
5277,-58.3686822,-34.61700636
5278,-58.41652608,-34.55489952
5279,-58.47893063,-34.63310858
5280,-58.39323219,-34.6139312
5281,,
5282,-58.38553449,-34.62836204
5283,-58.39663811,-34.65143382
5284,-58.4398141,-34.5648835
5285,-58.41123023,-34.60206059
5286,-58.41454566,-34.62663446
5287,-58.49493419,-34.65738805
5288,-58.51676283,-34.63906218
5289,-58.45387841,-34.5968174
5290,-58.49575333,-34.54838443
5291,-58.48874229,-34.55866006
5292,-58.46585367,-34.62986082
5293,-58.38429999,-34.59559249
5294,-58.48066877,-34.57349489
5295,-58.38095594,-34.60403654
5296,-58.37109405,-34.60305731
5297,-58.39155372,-34.62155993
5298,-58.40372152,-34.59845509
5299,-58.47898808,-34.57912494
5300,-58.43817592,-34.56294646
5301,-58.45157561,-34.55217236
5302,-58.49335859,-34.65280889
5303,-58.48908022,-34.61255736
5304,-58.46048846,-34.56570099
5305,-58.43225863,-34.61022577
5306,-58.47362879,-34.66195681
5307,-58.38377479,-34.59286781
5308,-58.398998,-34.57004232
5309,-58.3768392,-34.62757614
5310,-58.37464303,-34.61381694
5311,-58.42951903,-34.62732259
5312,-58.42528086,-34.59699111
5313,-58.43465355,-34.55359358
5314,-58.41577845,-34.61562215
5315,-58.36792114,-34.60517426
5316,-58.39636229,-34.62305981
5317,-58.4788268,-34.59923769
5318,-58.39743223,-34.63564961
5319,-58.41023389,-34.61156862
5320,-58.53107355,-34.61465593
5321,-58.39971007,-34.60339043
5322,-58.36976706,-34.61267654
5323,-58.3917609,-34.61000546
5324,-58.40455592,-34.64941585
5325,-58.41239085,-34.59175089
5326,-58.38922795,-34.58479647
5327,-58.40790716,-34.57815305
5328,-58.39319598,-34.59483229
5329,-58.47508915,-34.66077861
5330,-58.38121811,-34.61309225
5331,-58.41726294,-34.59782564
5332,-58.40986369,-34.57728071
5333,-58.46076528,-34.63350557
5334,-58.43015019,-34.59977054
5335,-58.44453085,-34.66097078
5336,-58.40480223,-34.60183953
5337,-58.45670979,-34.62666705
5338,-58.45022987,-34.6188679
5339,-58.50031693,-34.58640243
5340,-58.4853837,-34.62571582
5341,-58.46675044,-34.53590818
5342,-58.49016127,-34.57197066
5343,-58.36633956,-34.63877685
5344,-58.39119518,-34.59858607
5345,-58.53107355,-34.61465593
5346,-58.4264558,-34.6283163
5347,-58.39327335,-34.6043818
5348,-58.50120116,-34.61737446
5349,-58.37010388,-34.60669448
5350,-58.41168452,-34.62500568
5351,-58.51911969,-34.58928203
5352,-58.39178286,-34.61732456
5353,-58.43465763,-34.62304708
5354,-58.44037838,-34.58599441
5355,-58.42857137,-34.60241965
5356,-58.39171854,-34.58475674
5357,-58.42831753,-34.61942527
5358,-58.48942587,-34.63564491
5359,-58.41730221,-34.63833033
5360,-58.44457689,-34.58094222
5361,-58.44916202,-34.61590691
5362,-58.44889407,-34.57701579
5363,-58.39791017,-34.65132264
5364,-58.43664416,-34.56356034
5365,-58.38949324,-34.59714622
5366,-58.40551786,-34.61001447
5367,-58.41616421,-34.64529892
5368,-58.41023389,-34.61156862
5369,-58.47233694,-34.55030483
5370,-58.40096443,-34.59119944
5371,-58.45342985,-34.56024443
5372,-58.43239575,-34.67059795
5373,-58.4446538,-34.66373353
5374,-58.46626575,-34.59279762
5375,-58.46241258,-34.55865211
5376,-58.48398195,-34.68543073
5377,-58.45411874,-34.6116884
5378,-58.40408619,-34.63692913
5379,-58.38301992,-34.58830882
5380,-58.48952677,-34.59729656
5381,-58.4577147,-34.62179016
5382,-58.4291618,-34.59895911
5383,-58.50923769,-34.65704272
5384,-58.47065953,-34.62842403
5385,-58.39376554,-34.62287442
5386,-58.42346603,-34.57988052
5387,-58.40320602,-34.61981442
5388,-58.4618627,-34.58072031
5389,-58.41447045,-34.58054508
5390,-58.47180591,-34.57503256
5391,-58.40351287,-34.61884024
5392,-58.37547202,-34.62456389
5393,-58.49140757,-34.62948187
5394,-58.48454443,-34.56547497
5395,-58.38341402,-34.60976238
5396,-58.44020723,-34.60086968
5397,,
5398,-58.51467801,-34.664769
5399,-58.3762381,-34.6487321
5400,-58.41142645,-34.60195284
5401,-58.43286415,-34.58693952
5402,-58.50187652,-34.63767615
5403,,
5404,-58.47307373,-34.67121071
5405,-58.43560024,-34.57667098
5406,,
5407,-58.37383805,-34.59356841
5408,-58.49713538,-34.59195781
5409,-58.4393007,-34.61079939
5410,-58.38896436,-34.61799728
5411,-58.36712733,-34.61216122
5412,-58.47465644,-34.62006908
5413,-58.36929791,-34.61838502
5414,-58.36903741,-34.61355036
5415,-58.39775011,-34.63064933
5416,-58.49363606,-34.54698758
5417,-58.40902871,-34.58755929
5418,,
5419,-58.42238114,-34.60175111
5420,-58.42357305,-34.59911619
5421,-58.49922117,-34.58175828
5422,-58.50758287,-34.60462489
5423,-58.52372349,-34.62983337
5424,-58.39512172,-34.6376613
5425,-58.41615094,-34.64418226
5426,-58.41637014,-34.65201809
5427,-58.44080261,-34.5952414
5428,-58.39041928,-34.61410476
5429,-58.37937903,-34.60490789
5430,-58.38553598,-34.59898779
5431,-58.3970995,-34.60101166
5432,-58.39192632,-34.59006828
5433,-58.44204722,-34.65677491
5434,-58.42895061,-34.59509775
5435,-58.49704012,-34.6466871
5436,-58.39896297,-34.61198418
5437,-58.3865231,-34.63717896
5438,-58.48621882,-34.58997344
5439,-58.50616769,-34.60237851
5440,-58.48879359,-34.58481819
5441,-58.45888847,-34.56754526
5442,-58.42324474,-34.57116818
5443,-58.37612317,-34.5924601
5444,-58.40165378,-34.58200616
5445,-58.3698253,-34.61043444
5446,-58.49714941,-34.59679948
5447,-58.3819684,-34.58869922
5448,-58.48503737,-34.66187166
5449,-58.38117997,-34.61646953
5450,-58.45424904,-34.56487371
5451,-58.36792114,-34.60517426
5452,-58.38301407,-34.61773445
5453,-58.50240818,-34.63279586
5454,-58.5083128,-34.62683085
5455,-58.48638535,-34.57431891
5456,-58.40193678,-34.56791869
5457,-58.4351817,-34.55445508
5458,-58.3564016,-34.63122476
5459,-58.52460466,-34.64467883
5460,-58.41674655,-34.60359835
5461,-58.44972803,-34.55645132
5462,-58.40657231,-34.61781228
5463,-58.51202182,-34.64501042
5464,-58.44595752,-34.59902246
5465,-58.38701976,-34.62254505
5466,-58.44122332,-34.59749613
5467,-58.52453506,-34.63459949
5468,-58.38502503,-34.5870353
5469,-58.41177934,-34.63035584
5470,-58.47943126,-34.67078393
5471,-58.47016241,-34.66466891
5472,-58.40363079,-34.60475063
5473,-58.43047395,-34.60872526
5474,-58.42919032,-34.60873449
5475,-58.40111553,-34.61876275
5476,-58.46305174,-34.60666535
5477,-58.37849343,-34.627489
5478,-58.37667002,-34.5918546
5479,-58.42186274,-34.59820911
5480,-58.42129984,-34.59536579
5481,,
5482,-58.38142237,-34.62463209
5483,-58.48413163,-34.6612966
5484,-58.40527675,-34.61342427
5485,-58.51501034,-34.60219369
5486,-58.44937824,-34.61734318
5487,-58.5221965,-34.64144028
5488,-58.41086117,-34.61954055
5489,-58.42911948,-34.60969613
5490,-58.46069316,-34.70394517
5491,-58.37010388,-34.60669448
5492,-58.37383805,-34.59356841
5493,-58.45888847,-34.56754526
5494,-58.51969551,-34.59263017
5495,-58.3888511,-34.65314469
5496,-58.46350097,-34.67018246
5497,-58.39171854,-34.58475674
5498,,
5499,-58.43474398,-34.60443526
5500,-58.37937903,-34.60490789
5501,-58.40282226,-34.59582483
5502,-58.41765893,-34.61104327
5503,-58.40234787,-34.59444285
5504,-58.49568018,-34.55529979
5505,-58.45903308,-34.61473447
5506,-58.49845485,-34.58260516
5507,-58.41058844,-34.62269374
5508,-58.39385331,-34.63491261
5509,-58.40401029,-34.63601655
5510,-58.50164221,-34.67398352
5511,-58.51116165,-34.59309915
5512,-58.44837222,-34.57604153
5513,-58.38146741,-34.61853564
5514,-58.37460543,-34.6555934
5515,-58.40160659,-34.59634136
5516,-58.4167751,-34.61223205
5517,,
5518,-58.37383805,-34.59356841
5519,-58.48172895,-34.65001103
5520,-58.42003414,-34.58246562
5521,-58.43959893,-34.64210551
5522,-58.50615597,-34.56390638
5523,-58.39014228,-34.62096148
5524,-58.45672477,-34.56180884
5525,-58.49623089,-34.66099775
5526,-58.40465505,-34.60694946
5527,-58.44464021,-34.59513702
5528,-58.41804809,-34.59789436
5529,-58.49974691,-34.64141983
5530,-58.48992491,-34.64238006
5531,-58.39916236,-34.63112424
5532,-58.38204643,-34.59422682
5533,-58.38939167,-34.60421887
5534,-58.42911451,-34.61621407
5535,-58.50066096,-34.54973216
5536,-58.36975225,-34.62416043
5537,-58.37279779,-34.6218901
5538,-58.45073877,-34.60649406
5539,-58.48485349,-34.59763476
5540,-58.41546154,-34.58558385
5541,-58.48563113,-34.68494467
5542,-58.44145305,-34.60629078
5543,-58.41462786,-34.59789794
5544,-58.38095594,-34.60403654
5545,-58.39303578,-34.59871179
5546,-58.47948891,-34.6819568
5547,-58.39762385,-34.61732684
5548,-58.45719107,-34.55809625
5549,-58.48891563,-34.66531909
5550,-58.4032997,-34.59174328
5551,-58.42123275,-34.58332535
5552,-58.48274266,-34.62462984
5553,-58.48084238,-34.68466641
5554,-58.44761006,-34.57058917
5555,-58.39702812,-34.6367209
5556,-58.44453085,-34.66097078
5557,-58.38561901,-34.57822046
5558,-58.41371896,-34.59993935
5559,-58.51760742,-34.65621971
5560,-58.43457309,-34.65923011
5561,-58.41168703,-34.61038866
5562,-58.38142699,-34.62216292
5563,-58.40179289,-34.62381812
5564,-58.52895624,-34.64173976
5565,-58.51141085,-34.63934633
5566,-58.4365738,-34.66450732
5567,-58.47517354,-34.61703066
5568,-58.43086885,-34.61582161
5569,-58.46120039,-34.64837147
5570,-58.42459782,-34.64414857
5571,-58.42415614,-34.59149368
5572,-58.48581668,-34.65742449
5573,-58.40778036,-34.61972015
5574,-58.48341042,-34.67742934
5575,,
5576,-58.42594154,-34.60259704
5577,-58.38127686,-34.61424571
5578,-58.38175454,-34.61313036
5579,-58.38031759,-34.61642782
5580,-58.4632088,-34.57838367
5581,-58.40617238,-34.58345924
5582,-58.38402861,-34.59916013
5583,-58.43219849,-34.60207242
5584,-58.3690724,-34.59935409
5585,-58.46909364,-34.61779784
5586,-58.36685504,-34.61457715
5587,-58.45670979,-34.62666705
5588,-58.39165864,-34.61570021
5589,-58.38155708,-34.59160104
5590,-58.4076855,-34.5816807
5591,-58.51464424,-34.61990963
5592,-58.43461087,-34.57927421
5593,-58.51170302,-34.58947739
5594,-58.45049487,-34.59803251
5595,-58.41252071,-34.58524631
5596,-58.43273849,-34.63401911
5597,-58.45470243,-34.65926661
5598,-58.42947081,-34.57653957
5599,-58.52607491,-34.63187886
5600,-58.52607491,-34.63187886
5601,-58.38134048,-34.59784402
5602,-58.38419554,-34.62983605
5603,-58.50453494,-34.57038313
5604,-58.49373451,-34.65636905
5605,-58.45248337,-34.62493625
5606,-58.47527469,-34.65961673
5607,-58.42425953,-34.5831578
5608,-58.40455418,-34.61582542
5609,,
5610,-58.39750617,-34.60215062
5611,-58.46193123,-34.60035162
5612,-58.46063467,-34.63337905
5613,-58.45684446,-34.62631234
5614,-58.46865993,-34.6290042
5615,-58.46369928,-34.64419993
5616,-58.50464065,-34.56025213
5617,-58.45216408,-34.56238963
5618,-58.49979307,-34.61345193
5619,-58.39993089,-34.58502534
5620,-58.41650969,-34.6209772
5621,-58.46993951,-34.54671543
5622,-58.44352872,-34.59422851
5623,-58.38502503,-34.5870353
5624,-58.45900363,-34.67375588
5625,-58.41281636,-34.61544343
5626,-58.39238707,-34.60315539
5627,-58.40546946,-34.60456368
5628,-58.50702883,-34.66991981
5629,-58.36987428,-34.6171676
5630,-58.39449596,-34.61830277
5631,-58.47439971,-34.63524318
5632,-58.4365738,-34.66450732
5633,-58.48817214,-34.60349441
5634,-58.47043781,-34.62892188
5635,-58.4214884,-34.58861418
5636,-58.45623639,-34.59759005
5637,-58.47226996,-34.55128253
5638,-58.39151802,-34.62734247
5639,-58.38341402,-34.60976238
5640,-58.48725241,-34.62561891
5641,-58.43981989,-34.56569669
5642,-58.44972803,-34.55645132
5643,,
5644,-58.48534825,-34.67580269
5645,-58.48333468,-34.56679615
5646,-58.51402554,-34.64098757
5647,-58.40378088,-34.63679442
5648,-58.40301304,-34.57996386
5649,-58.37494911,-34.60956258
5650,-58.43539894,-34.67291528
5651,-58.38061493,-34.61976011
5652,,
5653,,
5654,-58.4812061,-34.67401749
5655,-58.38158633,-34.601373
5656,-58.40300534,-34.61453357
5657,-58.45517584,-34.58736495
5658,-58.50571216,-34.65446556
5659,-58.42493839,-34.6131975
5660,-58.39055279,-34.60919376
5661,-58.38266326,-34.59680317
5662,-58.39449666,-34.61952957
5663,-58.41318349,-34.60413753
5664,-58.41141018,-34.64305843
5665,-58.40115477,-34.65110429
5666,-58.46077282,-34.57388841
5667,-58.38042449,-34.61419141
5668,-58.46842947,-34.64792119
5669,-58.44618887,-34.62975383
5670,-58.45476997,-34.56445504
5671,-58.47246994,-34.54779556
5672,-58.46902583,-34.54811563
5673,-58.43743368,-34.61882464
5674,-58.48970358,-34.57862351
5675,-58.43881159,-34.60915283
5676,-58.43187268,-34.6016974
5677,,
5678,-58.41584382,-34.63889634
5679,-58.39824351,-34.58654713
5680,-58.48053354,-34.65897972
5681,-58.38114574,-34.60904
5682,-58.38321625,-34.61323386
5683,-58.52492247,-34.65637803
5684,-58.46830361,-34.63036367
5685,-58.40858187,-34.6103113
5686,-58.41743053,-34.586077
5687,-58.44417392,-34.5967334
5688,-58.41005931,-34.60327035
5689,-58.48992098,-34.56824971
5690,-58.38011174,-34.63370685
5691,-58.43716948,-34.58642056
5692,-58.49384831,-34.67612934
5693,-58.38554227,-34.59817705
5694,-58.37053319,-34.63080983
5695,-58.4059659,-34.61012074
5696,-58.40180999,-34.58263045
5697,,
5698,-58.41902246,-34.6065888
5699,-58.43402459,-34.60880026
5700,-58.50086994,-34.63671357
5701,-58.36681425,-34.61390904
5702,-58.37860398,-34.61512063
5703,-58.37671831,-34.63084006
5704,-58.40444894,-34.62397765
5705,-58.38099466,-34.6221508
5706,-58.38241129,-34.59544056
5707,-58.37471402,-34.6126511
5708,-58.50130188,-34.66820615
5709,-58.42855099,-34.6182948
5710,-58.51089546,-34.59931554
5711,-58.37904433,-34.62933345
5712,-58.38541691,-34.63282087
5713,-58.44246742,-34.64271251
5714,-58.44523454,-34.55953808
5715,-58.49298112,-34.61524656
5716,-58.44178919,-34.63139117
5717,-58.40354291,-34.62896891
5718,-58.4520523,-34.60012042
5719,-58.41469071,-34.62526763
5720,-58.49140757,-34.62948187
5721,-58.39132157,-34.59293076
5722,-58.37065818,-34.62949376
5723,-58.47312556,-34.6127364
5724,-58.43233017,-34.60392816
5725,-58.41602833,-34.60567005
5726,-58.42313852,-34.58093433
5727,-58.48041582,-34.59905217
5728,-58.37543993,-34.61857994
5729,-58.38010293,-34.60485309
5730,-58.43626225,-34.62321252
5731,-58.38099466,-34.6221508
5732,-58.42286395,-34.63210995
5733,-58.40358054,-34.65327054
5734,-58.42003414,-34.58246562
5735,-58.48389415,-34.65382368
5736,-58.38321625,-34.61323386
5737,-58.41894082,-34.59778928
5738,-58.46977818,-34.64967512
5739,-58.39490823,-34.5893179
5740,-58.49961926,-34.55076793
5741,-58.49945849,-34.63743384
5742,-58.40042121,-34.62356295
5743,-58.39230684,-34.62645525
5744,-58.4579339,-34.57248523
5745,-58.46675989,-34.53592442
5746,-58.47899722,-34.65556575
5747,,
5748,-58.42759871,-34.61437418
5749,-58.3869362,-34.61797658
5750,-58.47043202,-34.60141186
5751,-58.38653938,-34.64667941
5752,-58.37010388,-34.60669448
5753,-58.39238707,-34.60315539
5754,-58.43564748,-34.6282877
5755,-58.50484814,-34.58788178
5756,-58.44435224,-34.62172888
5757,-58.36974871,-34.62175929
5758,-58.381092,-34.61853363
5759,-58.47401666,-34.60531111
5760,-58.44478567,-34.58451352
5761,-58.42919032,-34.60873449
5762,-58.47607235,-34.63893468
5763,-58.39598974,-34.61838176
5764,-58.44070304,-34.5922669
5765,-58.44272033,-34.5936673
5766,-58.40372152,-34.59845509
5767,-58.46411204,-34.62925171
5768,-58.50451502,-34.63817336
5769,-58.52642341,-34.63914934
5770,-58.39873123,-34.63225201
5771,-58.47572866,-34.68601224
5772,-58.3822347,-34.62470797
5773,-58.41593581,-34.62787454
5774,-58.50489554,-34.6425278
5775,-58.49384567,-34.67996716
5776,-58.38584055,-34.6211561
5777,-58.36619287,-34.63969944
5778,-58.39532066,-34.6515829
5779,-58.49713492,-34.63088739
5780,-58.4036228,-34.60340389
5781,-58.44972803,-34.55645132
5782,-58.40517769,-34.59723278
5783,-58.4672877,-34.60712465
5784,,
5785,-58.41306537,-34.65031369
5786,-58.37660415,-34.62786417
5787,-58.47107594,-34.54541964
5788,-58.40079601,-34.63617873
5789,-58.4045595,-34.63685007
5790,-58.3875386,-34.60894246
5791,-58.4094556,-34.56900881
5792,-58.47742829,-34.57587268
5793,-58.46164997,-34.55642482
5794,-58.41462786,-34.59789794
5795,-58.45847395,-34.60449182
5796,-58.50936232,-34.62604832
5797,-58.4592754,-34.59667746
5798,-58.38708379,-34.58754605
5799,-58.38384366,-34.58767844
5800,-58.51842537,-34.6125989
5801,-58.43916856,-34.58494365
5802,-58.46071117,-34.64795709
5803,-58.52099738,-34.64138712
5804,-58.4832162,-34.62412429
5805,-58.48236817,-34.68604367
5806,-58.44837222,-34.57604153
5807,-58.44929756,-34.55481514
5808,-58.49060281,-34.62294993
5809,-58.49078171,-34.65226323
5810,-58.40858564,-34.62734535
5811,-58.41203648,-34.60510766
5812,-58.41768167,-34.62566392
5813,-58.41996192,-34.60335847
5814,-58.47836879,-34.65741223
5815,-58.49971641,-34.63736772
5816,-58.41768167,-34.62566392
5817,-58.37850117,-34.59510037
5818,-58.40211634,-34.63649973
5819,-58.43235867,-34.59278168
5820,-58.41726294,-34.59782564
5821,-58.43436423,-34.5856804
5822,-58.49233174,-34.64345597
5823,-58.47581563,-34.61845515
5824,-58.36004242,-34.63104921
5825,-58.43694029,-34.62103562
5826,-58.44701261,-34.62288732
5827,-58.3735709,-34.60794052
5828,-58.44446074,-34.60708948
5829,-58.38372404,-34.60748659
