ID,ACUSADO,TIPO_VEHICULO_ACUSADO,MARCA_VEHICULO_ACUSADO,MODELO_VEHICULO_ACUSADO,COLECTIVO_ACUSADO,INTERNO_ACUSADO,SEXO_ACUSADO,EDAD_ACUSADO,repetido
1378,CONDUCTOR,CAMIONETA,VOLKSWAGEN,SAVEIRO,,,Masculino,54,
1378,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,70,
1378,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,38,
1379,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,18,
1380,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1381,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,31,
1382,CONDUCTOR,AUTO PARTICULAR,CHERY,TIGGO,,,Masculino,60,
1383,CONDUCTOR,CAMION,IVECO,170 OE22,,,Masculino,50,
1384,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,54,
1385,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,NO HAY DATOS,,,Masculino,47,
1386,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Femenino,23,
1387,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1388,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,999,
1389,PEATON,PEATON,,,,,Masculino,80,
1390,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,39,
1391,CONDUCTOR,AUTO PARTICULAR,MITSUBISHI,MONTERO,,,Masculino,41,
1392,CONDUCTOR,MOTO,BETAMOTOR,BS 110,,,Masculino,16,
1393,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,36,
1393,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,39,
1394,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1395,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1396,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,29,
1397,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Femenino,39,
1398,CONDUCTOR,AUTO PARTICULAR,CITROEN,BERLINGO,,,Masculino,44,
1398,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,28,
1399,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,34,
1400,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 144,NO HAY DATOS,Masculino,47,
1401,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,22,
1402,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,64,
1403,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,37,
1404,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,45,
1405,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,49,
1406,CONDUCTOR,AUTO PARTICULAR,CITROEN,ADVANCE,,,Masculino,54,
1407,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),IGNORA,NO HAY DATOS,,,Masculino,999,
1408,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Masculino,36,
1409,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,53,
1410,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,41,
1411,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,25,
1412,CONDUCTOR,CAMION,IVECO,JAILY,,,Masculino,38,
1413,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,53,
1414,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,41,
1415,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,PASSAT,,,Femenino,35,
1416,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Femenino,49,
1417,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,CROSSFOX,,,Masculino,19,
1418,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,18,
1419,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,65,
1420,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,35,
1421,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,46,
1422,CONDUCTOR,AUTO PARTICULAR,FIAT,NO HAY DATOS,,,Masculino,65,
1423,CONDUCTOR,TAXI/REMIS,FORD,FOCUS,,,Masculino,67,
1423,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 126,INT 55,Masculino,30,
1423,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 126,INT 55,Masculino,30,1
1424,CONDUCTOR,MOTO,GUERRERO,CG  150 CC,,,Masculino,56,
1425,PEATON,PEATON,,,,,Masculino,54,
1426,CONDUCTOR + PEATON,CAMIONETA,RENAULT,TRAFFIC,,,Masculino,37,
1427,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 65,INT 55,Masculino,55,
1428,CONDUCTOR,AUTO PARTICULAR,FORD,TAUNUS,,,Masculino,22,
1428,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,40,
1429,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,50,
1430,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,63,
1431,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Femenino,36,
1432,CONDUCTOR,AUTO PARTICULAR,FIAT,QUBO,,,Masculino,35,
1433,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,PARTNER,,,Masculino,47,
1434,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,22,
1435,CONDUCTOR,MOTO,ZANELLA,STYLE,,,Masculino,37,
1436,CONDUCTOR,BICICLETA,IVECO,DAILY,,,Masculino,31,
1437,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1438,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,57,
1439,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1440,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,29,
1441,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 80,NO HAY DATOS,Masculino,24,
1441,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,24,1
1442,CONDUCTOR,AUTO PARTICULAR,FORD,F 100,,,Masculino,30,
1442,CONDUCTOR,AUTO PARTICULAR,FORD,F 100,,,Masculino,30,1
1443,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,58,
1444,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,25,
1444,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,31,
1445,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,24,
1446,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Femenino,51,
1446,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,35,
1447,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,37,
1448,CONDUCTOR,UTILITARIO,RENAULT,KANGOO,,,Masculino,54,
1449,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,40,
1450,CONDUCTOR,UTILITARIO,CITROEN,Cuatriciclo JUMPER 200,,,Masculino,31,
1451,CONDUCTOR,CAMION,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1452,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,42,
1453,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,20,
1454,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 70,NO HAY DATOS,Masculino,999,
1454,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 70,NO HAY DATOS,Femenino,25,
1454,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 70,NO HAY DATOS,Masculino,999,1
1454,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 70,NO HAY DATOS,Femenino,25,1
1455,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,37,
1456,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Femenino,41,
1457,CONDUCTOR,AUTO PARTICULAR,TORINO,380 S,,,Masculino,22,
1458,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Femenino,66,
1459,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,57,
1460,CONDUCTOR,AUTO PARTICULAR,IGNORA,NO HAY DATOS,,,Masculino,999,
1461,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,28,
1462,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,33,
1463,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1464,NO HAY DATOS,AUTO (no se especifica si es particular o de alquiler),SIN DATOS,KUGA,,,No hay datos,999,
1465,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,31,
1466,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,29,
1467,CONDUCTOR,CAMIONETA,MERCEDES BENZ,SPRINTER,,,Masculino,43,
1468,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Masculino,49,
1469,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Masculino,35,
1470,CONDUCTOR,CAMION,MERCEDES BENZ,1215,,,Masculino,21,
1471,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Masculino,35,
1472,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,39,
1473,CONDUCTOR,CAMIONETA,RENAULT,KANGOO,,,Masculino,28,
1474,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,31,
1475,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,75,
1475,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 107,NO HAY DATOS,Masculino,33,
1476,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,48,
1477,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,VECTRA,,,Masculino,35,
1478,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,40,
1479,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,26,
1480,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,59,
1481,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
1482,CONDUCTOR,CAMIONETA,SIN DATOS,NO HAY DATOS,,,Masculino,45,
1483,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 68,NO HAY DATOS,Masculino,23,
1483,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,LINEA 68,NO HAY DATOS,Masculino,49,
1484,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1485,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,24,
1486,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,32,
1487,CONDUCTOR,AUTO PARTICULAR,FORD,GALAXY,,,Masculino,66,
1488,CONDUCTOR,MOTO,HONDA,125 CC,,,Masculino,22,
1489,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,61,
1489,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,31,
1490,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,205,,,Masculino,33,
1491,CONDUCTOR,UTILITARIO,VOLKSWAGEN,SAVEIRO,,,Masculino,57,
1492,CONDUCTOR,MOTO,JAWA,350,,,Masculino,63,
1493,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Masculino,999,
1494,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Femenino,999,
1495,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1496,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,ZAFIRA,,,Masculino,57,
1496,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Masculino,36,
1497,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,22,
1498,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),HONDA,CIVIC,,,Masculino,25,
1499,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,NO HAY DATOS,,,Masculino,999,
1500,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,35,
1501,CONDUCTOR,AUTO PARTICULAR,AUDI,A3,,,Masculino,55,
1502,CONDUCTOR,AUTO PARTICULAR,FIAT,PUNTO,,,Masculino,55,
1503,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 176,NO HAY DATOS,Masculino,34,
1503,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 176,NO HAY DATOS,Masculino,34,1
1504,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,25,
1505,CONDUCTOR,MOTO,YAMAHA,YBR 150,,,Masculino,24,
1506,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Masculino,37,
1506,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Masculino,37,1
1507,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1508,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,50,
1509,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,29,
1509,CONDUCTOR,MOTO,BETAMOTOR,110,,,Femenino,43,
1510,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,31,
1510,CONDUCTOR,MOTO,HONDA,FALCON,,,Masculino,31,
1510,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,31,1
1510,CONDUCTOR,MOTO,HONDA,FALCON,,,Masculino,31,1
1511,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,51,
1512,CONDUCTOR,CAMIONETA,FIAT,FIORINO,,,Masculino,42,
1513,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,52,
1514,CONDUCTOR,MOTO,HONDA,TWISTER,,,Femenino,27,
1514,CONDUCTOR + CICLISTA,SIN DATOS,,,,,Masculino,20,
1515,CONDUCTOR,AMBULANCIA,RENAULT,MASTER,,,Masculino,34,
1515,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,34,
1516,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,26,
1517,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,29,
1518,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,FOCUS,,,Masculino,35,
1519,CONDUCTOR,CAMIONETA,MERCEDES BENZ,SPRINTER,,,Masculino,23,
1520,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,PARTNER,,,Masculino,35,
1521,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Masculino,29,
1522,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,25,
1523,CONDUCTOR,AUTO PARTICULAR,BMW,320,,,Masculino,49,
1523,CONDUCTOR,AUTO PARTICULAR,BMW,320,,,Masculino,49,1
1524,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,999,
1525,CONDUCTOR,TAXI/REMIS,CHEVROLET,CLASICC,,,Masculino,77,
1526,PASAJERO/ACOMPAÑANTE,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,28,
1527,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Femenino,46,
1528,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,19,
1529,CONDUCTOR,CAMION,FIAT,NO HAY DATOS,,,Masculino,53,
1530,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,42,
1531,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,27,
1532,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,36,
1533,CONDUCTOR,MOTO,HONDA,CRV,,,Masculino,44,
1533,CONDUCTOR,MOTO,HONDA,CRV,,,Masculino,44,1
1534,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,39,
1535,CONDUCTOR,CAMION,MERCEDES BENZ,1218,,,Masculino,31,
1536,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 31,INT 356,Masculino,999,
1537,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,35,
1538,CONDUCTOR,MOTO,ZANELLA,150,,,Masculino,46,
1538,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Femenino,41,
1539,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,77,
1540,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,32,
1541,CONDUCTOR,CAMIONETA,FIAT,SIENA,,,Masculino,58,
1542,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,53,
1543,CONDUCTOR,AUTO PARTICULAR,HONDA,ACCORD,,,Masculino,49,
1544,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1545,CONDUCTOR,AUTO PARTICULAR,FORD,ECO 70,,,Masculino,27,
1546,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,27,
1547,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,504,,,Masculino,31,
1548,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,58,
1549,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,33,
1550,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,FOX,,,Masculino,50,
1551,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,999,
1552,CONDUCTOR,MOTO,HONDA,CG  125,,,Masculino,48,
1553,CONDUCTOR,CAMIONETA,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1554,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,38,
1555,CONDUCTOR,CAMIONETA,KIA,NO HAY DATOS,,,Masculino,999,
1556,CONDUCTOR,MOTO,BAJAJ ROUSER,200,,,Masculino,28,
1557,CONDUCTOR,CAMIONETA,RENAULT,EXPRESS,,,Masculino,42,
1558,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 23,NO HAY DATOS,Masculino,37,
1559,CONDUCTOR,CAMION,MERCEDES BENZ,1114,,,Masculino,20,
1559,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,22,
1560,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,59,
1561,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,44,
1562,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,27,
1563,CONDUCTOR,UTILITARIO,MERCEDES BENZ,SPRINTER,,,Masculino,32,
1563,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,52,
1564,CONDUCTOR,AUTO PARTICULAR,RENAULT,SANDERO,,,Masculino,62,
1565,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,27,
1566,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,47,
1567,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1568,CONDUCTOR,AUTO PARTICULAR,RENAULT,11,,,Masculino,65,
1569,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 47,INT 113,Masculino,34,
1570,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,35,
1571,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,42,
1572,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,STEPWAY,,,Masculino,67,
1573,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,42,
1574,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,64,
1575,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,60,
1575,CONDUCTOR,MOTO,GILERA,SMX 200,,,Masculino,20,
1576,CONDUCTOR,MOTO,GILERA,C 110,,,Masculino,22,
1577,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,MEGANE,,,Masculino,23,
1578,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Femenino,61,
1579,CONDUCTOR,CAMION,MERCEDES BENZ,710,,,Masculino,28,
1579,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,48,
1580,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,29,
1581,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,28,
1582,CONDUCTOR,AUTO PARTICULAR,FORD,ECO 70,,,Masculino,27,
1583,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,999,
1584,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL COUNTRY,,,Masculino,71,
1585,CONDUCTOR,CAMIONETA,CITROEN,BERLINGO,,,Masculino,59,
1585,CONDUCTOR,CAMIONETA,CITROEN,BERLINGO,,,Masculino,59,1
1586,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 5,INT 729,Masculino,35,
1587,CONDUCTOR,CAMION,IVECO,NO HAY DATOS,,,Masculino,34,
1588,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
1589,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Femenino,48,
1590,CONDUCTOR,MOTO,YAMAHA,XTZ 125,,,Masculino,32,
1591,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 25,NO HAY DATOS,Masculino,53,
1592,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,44,
1593,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 110,NO HAY DATOS,Masculino,85,
1594,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,29,
1595,CONDUCTOR,AUTO PARTICULAR,VOLVO,S40,,,Masculino,40,
1596,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,999,
1597,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,47,
1598,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,KA,,,Femenino,55,
1599,CONDUCTOR,AUTO PARTICULAR,NISSAN,AX LIMITED,,,Masculino,37,
1600,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,999,
1601,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,55,
1602,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,46,
1603,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,43,
1604,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,UNO,,,Masculino,38,
1605,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,FOX,,,Femenino,30,
1606,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,55,
1607,CONDUCTOR,MOTO,HONDA,CG  125,,,Masculino,20,
1607,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AVEO,,,Masculino,37,
1608,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,63,
1609,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,44,
1609,CONDUCTOR,MOTO,HONDA,CG TITAN 125,,,Masculino,27,
1610,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,22,
1611,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,35,
1612,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1613,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,205,,,Masculino,38,
1613,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,27,
1613,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,34,
1614,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
1615,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,21,
1615,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,46,
1616,CONDUCTOR,CAMIONETA,FIAT,DUCATO,,,Masculino,36,
1617,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 53,Masculino,43,
1618,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 188,NO HAY DATOS,Masculino,999,
1619,CONDUCTOR,AUTO PARTICULAR,FIAT,DUNA,,,Masculino,65,
1620,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 12,INT 22,Masculino,46,
1621,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
1622,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,33,
1623,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,55,
1623,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,55,1
1624,CONDUCTOR,CAMIONETA,CITROEN,PICASSO,,,Masculino,53,
1625,CONDUCTOR,MOTO,MOTOMEL,CUSTOM,,,Femenino,38,
1626,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,38,
1626,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,38,1
1627,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Masculino,32,
1627,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Masculino,32,1
1628,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,54,
1628,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,35,
1629,CONDUCTOR,AUTO PARTICULAR,MITSUBISHI,NO HAY DATOS,,,Masculino,36,
1630,CONDUCTOR,CAMIONETA,PEUGEOT,PARTNER,,,Masculino,20,
1631,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,41,
1632,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,68,
1633,CONDUCTOR,CAMIONETA,RENAULT,KANGOO,,,Masculino,25,
