ID,ACUSADO,TIPO_VEHICULO_ACUSADO,MARCA_VEHICULO_ACUSADO,MODELO_VEHICULO_ACUSADO,COLECTIVO_ACUSADO,INTERNO_ACUSADO,SEXO_ACUSADO,EDAD_ACUSADO,repetido
3874,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,41,
3875,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,FOX,,,Masculino,19,
3876,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,34,
3877,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
3878,CONDUCTOR,AUTO PARTICULAR,FORD,GALAXY,,,Masculino,50,
3879,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,PARTNER,,,Masculino,36,
3879,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,30,
3880,CONDUCTOR,UTILITARIO,FORD,RANGER,,,Masculino,29,
3881,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,28,
3882,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,35,
3883,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
3884,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,62,
3885,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 103,INT 30,Masculino,43,
3886,CONDUCTOR,CAMION,DODGE,NO HAY DATOS,,,Masculino,36,
3887,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,29,
3888,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 134,INT 242,Masculino,34,
3889,CONDUCTOR,MOTO,HONDA,CG TITAN 125,,,Masculino,32,
3890,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,32,
3891,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,37,
3892,CONDUCTOR,SIN DATOS,,,,,Masculino,23,
3893,CONDUCTOR,AUTO PARTICULAR,AUDI,A3,,,Masculino,44,
3894,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),KIA,CERATO,,,Masculino,77,
3895,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,GOL,,,Femenino,47,
3895,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,45,
3896,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 49,INT 935,Masculino,44,
3897,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Femenino,59,
3898,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,47,
3899,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,34,
3900,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,27,
3901,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,53,
3901,CONDUCTOR,MOTO,GILERA,RX 150,,,Masculino,44,
3902,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,76,
3903,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),PEUGEOT,106,,,Masculino,50,
3904,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,44,
3905,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHRYSLER,NEON,,,Masculino,44,
3906,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,30,
3907,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,36,
3908,CONDUCTOR,TAXI/REMIS,CHEVROLET,MERIVA,,,Masculino,62,
3909,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,41,
3910,CONDUCTOR,AUTO PARTICULAR,FORD,GALAXY,,,Masculino,44,
3911,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,52,
3912,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,53,
3913,CONDUCTOR,AUTO PARTICULAR,CHERY,A113,,,Femenino,41,
3914,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,52,
3915,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,
3916,CONDUCTOR,AUTO PARTICULAR,NISSAN,TIIDA,,,Masculino,50,
3917,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 85,NO HAY DATOS,Masculino,43,
3918,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,33,
3919,CONDUCTOR,CAMION,MERCEDES BENZ,1715,,,Masculino,46,
3920,CONDUCTOR,CAMIONETA,PEUGEOT,PARTNER,,,Masculino,999,
3921,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,45,
3921,CONDUCTOR,AUTO PARTICULAR,FORD,NO HAY DATOS,,,Masculino,46,
3922,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,32,
3923,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,23,
3924,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,23,
3925,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,79,
3926,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Femenino,34,
3927,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,32,
3928,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,20,
3929,CONDUCTOR,UTILITARIO,FIAT,FIORINO,,,Masculino,31,
3930,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,999,
3931,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,31,
3932,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 21,NO HAY DATOS,Masculino,40,
3933,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,74,
3934,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 111,INT 29,Masculino,41,
3935,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ZAFIRA,,,Masculino,17,
3936,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Masculino,32,
3937,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,25,
3938,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,46,
3939,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,53,
3940,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,45,
3941,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,POLO,,,Masculino,68,
3942,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,46,
3943,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,23,
3944,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,50,
3945,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,37,
3946,CONDUCTOR,CAMION,MERCEDES BENZ,1715,,,Masculino,44,
3947,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 126,INT 64,Masculino,30,
3948,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CLASICC,,,Masculino,48,
3949,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,40,
3950,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,58,
3951,CONDUCTOR,CAMIONETA,VOLKSWAGEN,AMAROK,,,Masculino,50,
3952,CONDUCTOR,AUTO PARTICULAR,RENAULT,TRAFFIC,,,Masculino,44,
3953,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,48,
3954,CONDUCTOR,UTILITARIO,RENAULT,EXPRESS,,,Masculino,999,
3955,CONDUCTOR,AUTO PARTICULAR,TOYOTA,HILUX,,,Masculino,63,
3956,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 55,NO HAY DATOS,Masculino,24,
3957,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,44,
3958,CONDUCTOR,MOTO,SUZUKI,AN 125,,,Masculino,51,
3958,PASAJERO/ACOMPAÑANTE,MOTO,SUZUKI,AN 125,,,Masculino,23,
3959,CONDUCTOR,UTILITARIO,CITROEN,BERLINGO,,,Masculino,26,
3960,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,32,
3961,CONDUCTOR,UTILITARIO,PEUGEOT,PARTNER,,,Masculino,47,
3962,CONDUCTOR,TRANSPORTE ESCOLAR,MERCEDES BENZ,NO HAY DATOS,,,Masculino,31,
3963,CONDUCTOR,MOTO,YAMAHA,XTZ,,,Masculino,22,
3964,PASAJERO/ACOMPAÑANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,38,
3965,NO HAY DATOS,SIN DATOS,,,,,No hay datos,999,
3966,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,25,
3967,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Femenino,74,
3968,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,64,
3969,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Femenino,38,
3969,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 45,INT 65,Masculino,34,
3970,CONDUCTOR,BICICLETA,TOYOTA,HILUX,,,Femenino,38,
3971,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,42,
3971,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,64,
3972,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,26,
3973,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,48,
3974,CONDUCTOR,CAMIONETA,DODGE,JOURNEY,,,Masculino,57,
3975,CONDUCTOR,AUTO PARTICULAR,RENAULT,SYMBOL,,,Masculino,37,
3976,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,21,
3977,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,CHEVROLET,MERIVA,,,Masculino,28,
3977,CONDUCTOR,CAMIONETA,PEUGEOT,PARTNER,,,Masculino,36,
3978,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,43,
3979,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
3980,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CAPTIVA,,,Masculino,43,
3981,CONDUCTOR,MOTO,SUZUKI,GW 250,,,Masculino,42,
3982,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 132,NO HAY DATOS,Masculino,24,
3983,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,60,
3984,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,21,
3985,CONDUCTOR,CAMION,VOLKSWAGEN,NO HAY DATOS,,,Masculino,44,
3986,CONDUCTOR,AUTO PARTICULAR,NISSAN,MARCH,,,Masculino,23,
3987,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,29,
3988,CONDUCTOR,AUTO PARTICULAR,SUZUKI,FUN,,,Femenino,27,
3989,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,39,
3990,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FIAT,PALIO ADVENTURE,,,Masculino,999,
3991,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,35,
3991,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,35,1
3991,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,35,1
3991,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,35,1
3991,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,16,
3991,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,16,1
3991,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,16,1
3991,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,16,1
3992,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,25,
3993,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,27,
3994,CONDUCTOR,MOTO,HONDA,CG  150 CC,,,Masculino,23,
3995,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Masculino,28,
3995,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,36,
3996,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,52,
3997,CONDUCTOR,UTILITARIO,RENAULT,KANGOO,,,Masculino,38,
3998,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,50,
3999,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,49,
4000,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,28,
4001,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,55,
4002,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,53,
4003,CONDUCTOR,MOTO,BRAVA,NO HAY DATOS,,,Masculino,49,
4004,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,TIGUAN,,,Femenino,36,
4005,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,47,
4006,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,24,
4007,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,28,
4008,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,23,
4009,CONDUCTOR,CAMION,MERCEDES BENZ,1715,,,Masculino,46,
4010,CONDUCTOR,UTILITARIO,PEUGEOT,PARTNER,,,Masculino,41,
4011,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,35,
4012,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,37,
4013,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,999,
4014,CONDUCTOR,MOTO,BAJAJ ROUSER,NO HAY DATOS,,,Masculino,69,
4015,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL,,,Masculino,65,
4016,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,20,
4017,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,62,
4018,CONDUCTOR,MOTO,HONDA,XR,,,Masculino,22,
4019,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 117,NO HAY DATOS,Masculino,33,
4020,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Masculino,51,
4021,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,54,
4022,CONDUCTOR,MOTO,YAMAHA,Y 125,,,Masculino,39,
4023,PASAJERO/ACOMPAÑANTE,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL,,,Masculino,24,
4024,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Masculino,49,
4025,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,52,
4026,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 42,INT 46,Masculino,35,
4027,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,58,
4028,CONDUCTOR,AUTO PARTICULAR,HONDA WAVE,GOL,,,Masculino,69,
4029,CONDUCTOR,AUTO PARTICULAR,FORD,ECO 70,,,Masculino,27,
4030,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,28,
4031,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,53,
4032,CONDUCTOR,CAMIONETA,VOLKSWAGEN,AMAROK,,,Masculino,57,
4033,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,29,
4034,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,57,
4034,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Masculino,56,
4035,CONDUCTOR,AUTO PARTICULAR,FIAT,FIORINO,,,Masculino,999,
4036,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,35,
4037,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 85,NO HAY DATOS,Masculino,24,
4038,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,47,
4038,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 101,INT 479,Masculino,27,
4039,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,28,
4039,CONDUCTOR,MOTO,MONDIAL,RD 150,,,Masculino,27,
4040,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,33,
4040,PASAJERO/ACOMPAÑANTE,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,27,
4041,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Masculino,62,
4042,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Masculino,26,
4043,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
4044,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,30,
4044,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Femenino,68,
4044,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,30,1
4044,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Femenino,68,1
4045,CONDUCTOR,AUTO PARTICULAR,HYUNDAI,ATOS,,,Femenino,50,
4046,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,CLIO,,,Masculino,36,
4047,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,26,
4048,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,39,
4049,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,77,
4050,CONDUCTOR,AUTO PARTICULAR,FORD,ECO 70,,,Masculino,27,
4051,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,30,
4052,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 91,INT 545,Masculino,47,
4053,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,26,
4054,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,1718,,,Masculino,31,
4055,CONDUCTOR,MOTO,HONDA,CIVIC,,,Masculino,24,
4055,CONDUCTOR,AUTO PARTICULAR,FORD,RANGER,,,Masculino,27,
4055,CONDUCTOR,MOTO,HONDA,CIVIC,,,Masculino,24,1
4056,CONDUCTOR,AUTO PARTICULAR,AUDI,A3,,,Masculino,55,
4057,CONDUCTOR,AUTO PARTICULAR,FORD,ORION,,,Masculino,34,
4057,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,39,
4058,CONDUCTOR,MOTO,HONDA,WAVE 110,,,Masculino,26,
4059,CONDUCTOR,UTILITARIO,RENAULT,KANGOO,,,Masculino,45,
4060,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,41,
4061,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Femenino,72,
4062,CONDUCTOR,MOTO,HONDA,CG  150 TITAN,,,Masculino,42,
4063,CONDUCTOR,CAMION,IVECO,NO HAY DATOS,,,Masculino,28,
4064,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
4065,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,407,,,Masculino,67,
4066,CONDUCTOR,SIN DATOS,,,,,Masculino,999,
4066,CONDUCTOR,SIN DATOS,,,,,Masculino,999,1
4067,CONDUCTOR,AUTO PARTICULAR,HONDA,NO HAY DATOS,,,Masculino,56,
4068,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,21,
4069,CONDUCTOR,AUTO PARTICULAR,CITROEN,AIRCROSS,,,Masculino,42,
4070,CONDUCTOR + PEATON,AUTO PARTICULAR,RENAULT,SANDERO,,,Masculino,19,
4071,CONDUCTOR,CAMIONETA,FIAT,NO HAY DATOS,,,Masculino,23,
4072,CONDUCTOR,AUTO PARTICULAR,RENAULT,21,,,Masculino,52,
4073,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,47,
4074,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,36,
4075,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Femenino,51,
4076,CONDUCTOR,AUTO PARTICULAR,MITSUBISHI,LANCER,,,Masculino,33,
4077,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,NO HAY DATOS,,,Masculino,57,
4078,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Masculino,64,
4079,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,32,
4079,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,77,
4080,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,NO HAY DATOS,,,Masculino,999,
4081,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,32,
4082,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,40,
4083,CONDUCTOR,CAMIONETA,FIAT,FIORINO,,,Masculino,33,
4084,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,62,
4085,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,31,
4086,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,33,
4087,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,21,
4088,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Femenino,66,
4088,CONDUCTOR,AUTO PARTICULAR,FIAT,500,,,Femenino,50,
4089,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL TREND,,,Masculino,19,
4090,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,32,
4091,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,Masculino,32,
4092,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
4093,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 55,INT 68,Masculino,52,
4093,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 55,INT 68,Masculino,52,1
4094,CONDUCTOR,AUTO PARTICULAR,NISSAN,TIIDA,,,Femenino,30,
4095,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,42,
4096,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 21,NO HAY DATOS,Masculino,30,
4097,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,42,
4098,CONDUCTOR,AUTO PARTICULAR,HONDA,CRV,,,Masculino,71,
4099,CONDUCTOR,AUTO PARTICULAR,PROTON,420,,,Masculino,29,
4100,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,42,
4101,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,29,
4102,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,56,
4103,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,61,
4103,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,61,1
4104,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,24,
4105,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,61,
4106,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,65,
4107,CONDUCTOR,AUTO PARTICULAR,RENAULT,SANDERO,,,Masculino,58,
4108,CONDUCTOR,CAMIONETA,FORD,ECO SPORT,,,Masculino,38,
4109,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,40,
4109,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,40,1
4110,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,36,
4111,CONDUCTOR,AUTO PARTICULAR,FIAT,IDEA,,,Masculino,37,
4112,CONDUCTOR,MOTO,ZANELLA,200,,,Masculino,21,
4113,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,38,
4114,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,38,
4115,CONDUCTOR,AUTO PARTICULAR,HYUNDAI,ACCENT,,,Femenino,37,
4116,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,52,
4117,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Femenino,66,
4117,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Femenino,66,1
4118,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,25,
4118,CONDUCTOR,MOTO,YAMAHA,FZ,,,Masculino,25,1
4119,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Masculino,51,
4120,CONDUCTOR,MOTO,HONDA,150,,,Masculino,19,
4121,CONDUCTOR,MOTO,YAMAHA,IBR,,,Masculino,26,
4121,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,21,
4122,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),NISSAN,X-TRAIL,,,Masculino,55,
4123,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,56,
4123,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,56,1
4123,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,56,1
4124,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,39,
4124,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,39,1
4124,CONDUCTOR,MOTO,HONDA,125,,,Masculino,33,
4125,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,36,
4125,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,36,1
4126,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,40,
4127,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,54,
4128,PEATON,TRANSPORTE PUBLICO,,,LINEA 50,INT 741,Masculino,25,
4129,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Femenino,25,
4130,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
